row_label_raw,row_label_full,col_0,2023VND'000,2022VND'000,numeric__2023VND'000,numeric__2022VND'000
Opening balance,Opening balance,Opening balance,"32,416,701","24,963,257",,
Additions during the year,Additions during the year,Additions during the year,"6,211,898","24,067,642",,
Other movements,Other movements,Other movements,-,"(16,614,198)",,
Closing balance,Closing balance,Closing balance,"38,628,599","32,416,701",,
