row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,2.201.634.528,1.022.822.132,2201634528.0,1022822132.0
Các khoản điều chỉnh tăng/(giảm):,Các khoản điều chỉnh tăng/(giảm):,Các khoản điều chỉnh tăng/(giảm):,,,,
Các khoản lỗ từ các công ty con,Các khoản điều chỉnh tăng/(giảm): > Các khoản lỗ từ các công ty con,Các khoản lỗ từ các công ty con,91.783.763,30.687.041,91783763.0,30687041.0
Lợi nhuận từ công ty liên kết,Các khoản điều chỉnh tăng/(giảm): > Lợi nhuận từ công ty liên kết,Lợi nhuận từ công ty liên kết,(170.950),-,-170950.0,
Phân bổ giá trị chênh lệch từ giao dịch mua tài sản ở khía cạnh hợp nhất,Các khoản điều chỉnh tăng/(giảm): > Phân bổ giá trị chênh lệch từ giao dịch mua tài sản ở khía cạnh hợp nhất,Phân bổ giá trị chênh lệch từ giao dịch mua tài sản ở khía cạnh hợp nhất,363.314.669,327.192.881,363314669.0,327192881.0
Chi phí lãi vay không được khấu trừ (*),Các khoản điều chỉnh tăng/(giảm): > Chi phí lãi vay không được khấu trừ (*),Chi phí lãi vay không được khấu trừ (*),-,417.422.347,,417422347.0
Thay đổi lãi chưa thực hiện trên hợp nhất,Các khoản điều chỉnh tăng/(giảm): > Thay đổi lãi chưa thực hiện trên hợp nhất,Thay đổi lãi chưa thực hiện trên hợp nhất,81.178.087,45.722.422,81178087.0,45722422.0
Lợi nhuận từ hoạt động miễn thuế,Các khoản điều chỉnh tăng/(giảm): > Lợi nhuận từ hoạt động miễn thuế,Lợi nhuận từ hoạt động miễn thuế,(1.991.260.425),(1.790.309.954),-1991260425.0,-1790309954.0
Lãi từ giao dịch mua rẻ,Các khoản điều chỉnh tăng/(giảm): > Lãi từ giao dịch mua rẻ,Lãi từ giao dịch mua rẻ,(9.859.555),-,-9859555.0,
Cán trừ lỗ năm trước,Các khoản điều chỉnh tăng/(giảm): > Cán trừ lỗ năm trước,Cán trừ lỗ năm trước,(965.904.295),(133.187.450),-965904295.0,-133187450.0
Các khoản khác,Các khoản điều chỉnh tăng/(giảm): > Các khoản khác,Các khoản khác,229.284.178,79.838.929,229284178.0,79838929.0
Thu nhập chịu thuế ước tính trong năm hiện hành,Các khoản điều chỉnh tăng/(giảm): > Thu nhập chịu thuế ước tính trong năm hiện hành,Thu nhập chịu thuế ước tính trong năm hiện hành,-,188.348,,188348.0
Thuế TNDN ước tính trong năm hiện hành,Các khoản điều chỉnh tăng/(giảm): > Thuế TNDN ước tính trong năm hiện hành,Thuế TNDN ước tính trong năm hiện hành,-,37.670,,37670.0
Điều chỉnh thuế TNDN trích thiếu năm trước,Các khoản điều chỉnh tăng/(giảm): > Điều chỉnh thuế TNDN trích thiếu năm trước,Điều chỉnh thuế TNDN trích thiếu năm trước,-,884.809,,884809.0
Chi phí thuế TNDN hiện hành ước tính,Các khoản điều chỉnh tăng/(giảm): > Chi phí thuế TNDN hiện hành ước tính,Chi phí thuế TNDN hiện hành ước tính,-,922.479,,922479.0
Thuế TNDN phải trả đầu năm,Các khoản điều chỉnh tăng/(giảm): > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,103.625,28.054.814,103625.0,28054814.0
Thuế TNDN phải trả của công ty con mất quyền kiểm soát trong năm,Các khoản điều chỉnh tăng/(giảm): > Thuế TNDN phải trả của công ty con mất quyền kiểm soát trong năm,Thuế TNDN phải trả của công ty con mất quyền kiểm soát trong năm,(65.958),-,-65958.0,
Thuế TNDN đã trả trong năm,Các khoản điều chỉnh tăng/(giảm): > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(37.667),(28.881.207),-37667.0,-28881207.0
Thuế TNDN phải trả cuối năm,Các khoản điều chỉnh tăng/(giảm): > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,-,96.086,,96086.0
Trong đó:,Trong đó:,Trong đó:,,,,
Thuế TNDN phải trả (TM số 20),Trong đó: > Thuế TNDN phải trả (TM số 20),Thuế TNDN phải trả (TM số 20),-,103.625,,103625.0
Thuế TNDN trả trước (TM số 20),Trong đó: > Thuế TNDN trả trước (TM số 20),Thuế TNDN trả trước (TM số 20),-,(7.539),,-7539.0
