row_label_raw,row_label_full,Mã số,NGUỒN VÔN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VÔN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,12.199.029.738,12.955.187.719,,,12199029738.0,12955187719.0
310,310,310,I. Nợ ngắn hạn,,10.119.380.225,11.122.837.652,,,10119380225.0,11122837652.0
311,311,311,1. Phải trả người bán ngắn hạn,18,910 110.263,987.308.074,,18.0,,987308074.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,231.479 406,196.242.091,,19.0,,196242091.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,22 598 862,4.375 602,,20.0,,
314,314,314,4. Phải trả người lao động,,81 623 563,67.888 786,,,,
315,314 > 315,315,5. Chi phí phải trả ngắn hạn,21,2 282.987 444,4 004 971.339,,21.0,,
319,314 > 319,319,6. Phải trả ngắn hạn khác,22,118 739 261,113 629.996,,22.0,,
320,314 > 320,320,7. Vay ngắn hạn,23,6.471.737.916,5 748 318 254,,23.0,6471737916.0,
322,314 > 322,322,8. Quỹ khen thưởng. phúc lợi,,103 510,103.510,,,,103510.0
330,314 > 330,330,II. Nợ dài hạn,,2.079.649.513,1.832.350.067,,,2079649513.0,1832350067.0
333,314 > 333,333,1. Chi phí phải trả dài hạn,21,36 329 134,169.506 186,,21.0,,
337,314 > 337,337,2. Phải trả dài hạn khác,22,222 748 074,21 938.626,,22.0,,
338,314 > 338,338,3. Vay dài hạn,23,1 429 800 331,1 217.151 938,,23.0,,
341,341,341,4. Thuế thu nhập hoãn lai phải trả,32 2,385 407 140,418.388 483,,,,
342,342,342,5. Dư phòng phải trả dài hạn,,5 364 834,5.364 834,,,,
400,342 > 400,400,D. VÔN CHỦ SỞ HỮU,,14.182.598.758,9.325.628.120,,,14182598758.0,9325628120.0
410,342 > 410,410,I. Vốn chủ sở hữu,,14.182.598.758,9.325.628.120,,,14182598758.0,9325628120.0
411,411,411,1. Vốn cổ phần,24 1,12 674 679.470,10 574 679.470,,,,
411a,411a,411a,- Cổ phiếu phố thông có quyền biểu quyết,,12 674.679 470,10 574 679.470,,,,
412,412,412,2. Thắng dư vốn cổ phần,24 1,408 450.000,-,,,,
415,412 > 415,415,3. Cổ phiếu quỹ,24.1,(686.640),(686.640),,241.0,-686640.0,-686640.0
417,417,417,4. Chênh lệch tỷ giả hồi đoái,24 1,(1.263 592 326),(1.407 086 490),,,,
421,417 > 421,421,5. Lợi nhuận sau thuế chưa phân phối (lỗ lũy kể),24.1,1.392 652 658,(422.660 071),,241.0,,
421a,417 > 421a,421a,- Lỗ lũy kể đến cuối năm trước,,(730.156.114),(1.436 093 154),,,-730156114.0,
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,2.122 808 772,1.013 433.083,,,,
429,421b > 429,429,6. Lợi ích cổ đông không kiểm soát,25,971.095 596,581.381 851,,25.0,,
440,421b > 440,440,TỔNG CỘNG NGUỒN VÔN,,26.381.628.496,22.280.815.839,,,26381628496.0,22280815839.0
