row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Số cuối năm,Ngân VND Số đầu năm,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Ngân VND Số đầu năm
Phải trả ngắn hạn khác (TM số 22),Phải trả ngắn hạn khác (TM số 22),Phải trả ngắn hạn khác (TM số 22),Phải trả ngắn hạn khác (TM số 22),Phải trả ngắn hạn khác (TM số 22),Phải trả ngắn hạn khác (TM số 22),,,
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Phải trả ngắn hạn khác (TM số 22) > Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Khác,2.046.784,4.589.720,,2046784.0,4589720.0
Ông Lê Văn Thạch,Phải trả ngắn hạn khác (TM số 22) > Ông Lê Văn Thạch,Ông Lê Văn Thạch,Mượn tiền,-,2.433.711,,,2433711.0
Ông Trần Văn Dai,Phải trả ngắn hạn khác (TM số 22) > Ông Trần Văn Dai,Ông Trần Văn Dai,Khác,-,753.136,,,753136.0
,,,,2.046.784,7.776.567,,2046784.0,7776567.0
Vay (TM số 23),Vay (TM số 23),Vay (TM số 23),Vay (TM số 23),Vay (TM số 23),Vay (TM số 23),,,
Bà Hồ Thị Kim Chi,Vay (TM số 23) > Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Vay,72.012.000,-,,72012000.0,
Công ty TNHH MTV Bao bì Linh Khang,Vay (TM số 23) > Công ty TNHH MTV Bao bì Linh Khang,Công ty TNHH MTV Bao bì Linh Khang,Vay,-,11.000.000,,,11000000.0
,,,,72.012.000,11.000.000,,72012000.0,11000000.0
