row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Thu nhập từ thanh lý tài sản,Thu nhập khác > Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,10.237.849,-,10237849.0,
Các khoản khác,Thu nhập khác > Các khoản khác,Các khoản khác,9.128.336,35.942.854,9128336.0,35942854.0
,,,19.366.185,35.942.854,19366185.0,35942854.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Lỗ thanh lý tài sản,Chi phí khác > Lỗ thanh lý tài sản,Lỗ thanh lý tài sản,233.273.950,63.543.273,233273950.0,63543273.0
Chi phí chuyển đổi vườn cây,Chi phí khác > Chi phí chuyển đổi vườn cây,Chi phí chuyển đổi vườn cây,86.011.120,4.807.678,86011120.0,4807678.0
Khấu hao tài sản ngưng sử dụng,Chi phí khác > Khấu hao tài sản ngưng sử dụng,Khấu hao tài sản ngưng sử dụng,1.836.739,1.534.238,1836739.0,1534238.0
Các khoản phạt,Chi phí khác > Các khoản phạt,Các khoản phạt,955.597,7.409.678,955597.0,7409678.0
Các khoản khác,Chi phí khác > Các khoản khác,Các khoản khác,168.916.039,138.320.250,168916039.0,138320250.0
,,,490.993.445,215.615.117,490993445.0,215615117.0
Lỗ KHÁC THUÀN,Chi phí khác > Lỗ KHÁC THUÀN,Lỗ KHÁC THUÀN,(471.627.260),(179.672.263),-471627260.0,-179672263.0
