row_label_raw,row_label_full,col_0,2017,2016,numeric__2017,numeric__2016
Cost of sales,Cost of sales,Cost of sales,$3.4,$3.5,,
Gross profit,Cost of sales > Gross profit,Gross profit,(1.8),(1.9),-18.0,-19.0
