row_label_raw,row_label_full,Số đầu năm > Cộng: Dự phòng trích lập trong năm,Năm nay > 12.832.013 > 6.380.091,Ngân VNDNăm trước > 14.129.951 > 2.976.898,numeric__Năm nay > 12.832.013 > 6.380.091,numeric__Ngân VNDNăm trước > 14.129.951 > 2.976.898
Trừ: Thanh lý công ty con,Trừ: Thanh lý công ty con,Trừ: Thanh lý công ty con,(5.374.624),-,-5374624.0,
Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,(1.860.907),(4.274.836),-1860907.0,-4274836.0
Số cuối năm,Số cuối năm,Số cuối năm,11.976.573,12.832.013,11976573.0,12832013.0
Trong đó:Ngắn hạn,Trong đó:Ngắn hạn,Trong đó:Ngắn hạn,11.976.573,12.832.013,11976573.0,12832013.0
