row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Ngân VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Ngân VNDNăm trước
Công ty Cổ phần Cá Nước Ngọt Gia Lai (*),Công ty Cổ phần Cá Nước Ngọt Gia Lai (*),Công ty Cổ phần Cá Nước Ngọt Gia Lai (*),Bán hàng hóaMua hàng hóaChi hộThu nhập khácCung cấp dịch vụ,122.195.93023.373.3563.037.203233.943105.000,230.854.89017.759.5807.662.857364.952-,,1.2219593023373356e+35,
Công ty Cổ phần Chế biến Thức ăn Gia sức ĐôngGia Lai,Công ty Cổ phần Chế biến Thức ăn Gia sức ĐôngGia Lai,Công ty Cổ phần Chế biến Thức ăn Gia sức ĐôngGia Lai,Cho vayThu hồi cho vayLãi cho vayMua hàng hóaBán hàng hóaChi hộThu nhập khác,400.000.000173.390.39684.462.55625.685.2069.483.2736.541-,329.951.498-121.119.67674.456.96298.174.490-280.000,,,
Công ty TNHH MTV Bao bì Linh Khang,Công ty TNHH MTV Bao bì Linh Khang,Công ty TNHH MTV Bao bì Linh Khang,Mua hàng hóaTrả gốc vayLãi vayVay,105.967.47311.000.000557.805-,75.588.84726.000.000-37.000.000,,,
Công ty TNHH Dịch vụNông nghiệpTây Nguyên,Công ty TNHH Dịch vụNông nghiệpTây Nguyên,Công ty TNHH Dịch vụNông nghiệpTây Nguyên,Nhận chuyển nhượng khoản đầu tưLãi cho vayMua hàng hóaCho mượnLãi trái phiếu,143.042.11590.835.7193.067.989715.275-,-96.634.79415.113.602-17.277.000,,,
Công ty Cổ phần Dâu Tầm tơ Hàm Rồng,Công ty TNHH Dịch vụNông nghiệpTây Nguyên > Công ty Cổ phần Dâu Tầm tơ Hàm Rồng,Công ty Cổ phần Dâu Tầm tơ Hàm Rồng,Bán hàng hóa,144.451,-,,144451.0,
Công ty Cổ phần Xuất Nhập khẩu Dược Thú y Nasa,Công ty TNHH Dịch vụNông nghiệpTây Nguyên > Công ty Cổ phần Xuất Nhập khẩu Dược Thú y Nasa,Công ty Cổ phần Xuất Nhập khẩu Dược Thú y Nasa,Mua hàng hóa,-,9.595.781,,,9595781.0
