row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,296.569.702,214.383.242,296569702.0,214383242.0
Chi phí lương nhân viên,Chi phí bán hàng > Chi phí lương nhân viên,Chi phí lương nhân viên,8.423.874,5.589.929,8423874.0,5589929.0
Chi phí khấu hao và hao mòn,Chi phí bán hàng > Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,4.371.931,4.972.520,4371931.0,4972520.0
Chi phí khác,Chi phí bán hàng > Chi phí khác,Chi phí khác,143.521.876,171.541.311,143521876.0,171541311.0
,,,452.887.383,396.487.002,452887383.0,396487002.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí lương nhân viên,Chi phí quản lý doanh nghiệp > Chi phí lương nhân viên,Chi phí lương nhân viên,83.082.082,77.203.527,83082082.0,77203527.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,58.131.226,37.648.488,58131226.0,37648488.0
Chi phí khấu hao,Chi phí quản lý doanh nghiệp > Chi phí khấu hao,Chi phí khấu hao,9.046.918,10.236.014,9046918.0,10236014.0
Hoàn nhập dự phòng,Chi phí quản lý doanh nghiệp > Hoàn nhập dự phòng,Hoàn nhập dự phòng,(6.532.548),17.248.214,-6532548.0,17248214.0
Chi phí khác,Chi phí quản lý doanh nghiệp > Chi phí khác,Chi phí khác,15.511.764,22.948.396,15511764.0,22948396.0
,,,159.239.442,165.284.639,159239442.0,165284639.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,612.126.825,561.771.641,612126825.0,561771641.0
