row_label_raw,row_label_full,Mã số > 01 > 02 > 03 > 04 > 05 > 06,CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mônDự phòng (hoản nhập dự phòng)(Lãi) lỗ chênh lệch tỷ giá hối đoai do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệLợi nhuận từ hoạt động đầu tưChi phí lãi vay,Thuyết minh > 29,Năm nay > 2.201.634.528674.526.2782.604.488(30.494.167)(136.928.614)(322.811.599),Năm trước > 1.022.822.132487.722.491(110.676.324)29.702.204(197.191.877)716.094.685,numeric__CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mônDự phòng (hoản nhập dự phòng)(Lãi) lỗ chênh lệch tỷ giá hối đoai do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệLợi nhuận từ hoạt động đầu tưChi phí lãi vay,numeric__Thuyết minh > 29,numeric__Năm nay > 2.201.634.528674.526.2782.604.488(30.494.167)(136.928.614)(322.811.599),numeric__Năm trước > 1.022.822.132487.722.491(110.676.324)29.702.204(197.191.877)716.094.685
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,2.388.530.9144.389.345.231(1.763.264.625)(3.059.165.948)1.921.328(1.013.799.174)(37.667)(3.072.000),1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),,321.0,,
09,09,09,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,2.388.530.9144.389.345.231(1.763.264.625)(3.059.165.948)1.921.328(1.013.799.174)(37.667)(3.072.000),1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),,321.0,,
10,10,10,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,2.388.530.9144.389.345.231(1.763.264.625)(3.059.165.948)1.921.328(1.013.799.174)(37.667)(3.072.000),1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),,321.0,,
11,11,11,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,2.388.530.9144.389.345.231(1.763.264.625)(3.059.165.948)1.921.328(1.013.799.174)(37.667)(3.072.000),1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),,321.0,,
12,12,12,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,2.388.530.9144.389.345.231(1.763.264.625)(3.059.165.948)1.921.328(1.013.799.174)(37.667)(3.072.000),1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),,321.0,,
14,14,14,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,2.388.530.9144.389.345.231(1.763.264.625)(3.059.165.948)1.921.328(1.013.799.174)(37.667)(3.072.000),1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),,321.0,,
15,15,15,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,2.388.530.9144.389.345.231(1.763.264.625)(3.059.165.948)1.921.328(1.013.799.174)(37.667)(3.072.000),1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),,321.0,,
17,17,17,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,2.388.530.9144.389.345.231(1.763.264.625)(3.059.165.948)1.921.328(1.013.799.174)(37.667)(3.072.000),1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),,321.0,,
20,20,20,Lưu chuyển tiền thuần từ (sử dụng vào) hoạt động kinh doanh,,940.458.059,(782.780.749),,,940458059.0,-782780749.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯTiền chi để mua sắm. xây dựngTSCĐ và tài sản dài hạn khácTiền thu do thanh lý. nhượng bánTSCĐ và tài sản dài hạn khácTiền chi cho vayTiền thu hồi cho vayTiền chi để đầu tư. góp vốn vàođơn vị khác trừ đi tiền thu vềTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi cho vay. tiền gửi. cổ tứcvà lợi nhuận được chia,,(1.573.529.543)159.272.607(807.562.529)427.877.726(1.839.884.896)19.420.00078.705.818,(793.841.012)31.217.343(457.005.980)1.192.724.315-434.414.95276.598.065,,,,
