row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả người bán hàng hóa và dịch vụ,Phải trả người bán hàng hóa và dịch vụ,Phải trả người bán hàng hóa và dịch vụ,842.891.845,955.741.541,842891845.0,955741541.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công ty Cổ phần Thương mại Đầu tư Phát triển Do Holdings,Trong đó: > - Công ty Cổ phần Thương mại Đầu tư Phát triển Do Holdings,- Công ty Cổ phần Thương mại Đầu tư Phát triển Do Holdings,386.820.688,500.773.641,386820688.0,500773641.0
- Công ty Cổ phần IAPACCO,Trong đó: > - Công ty Cổ phần IAPACCO,- Công ty Cổ phần IAPACCO,106.754.851,123.643.769,106754851.0,123643769.0
- Công ty Cổ phần Cá nước ngọt Gia Lai,Trong đó: > - Công ty Cổ phần Cá nước ngọt Gia Lai,- Công ty Cổ phần Cá nước ngọt Gia Lai,-,17.370.300,,17370300.0
- Các nhà cung cấp khác,Trong đó: > - Các nhà cung cấp khác,- Các nhà cung cấp khác,349.316.306,313.953.831,349316306.0,313953831.0
Phải trả người bán máy móc và thiết bị,Trong đó: > Phải trả người bán máy móc và thiết bị,Phải trả người bán máy móc và thiết bị,44.701.237,1.162.384,44701237.0,1162384.0
Phải trả nhà thầu xây dựng,Trong đó: > Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,22.517.181,30.404.149,22517181.0,30404149.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,910.110.263,987.308.074,910110263.0,987308074.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên thứ ba,Trong đó: > Phải trả các bên thứ ba,Phải trả các bên thứ ba,873.534.665,934.456.558,873534665.0,934456558.0
Phải trả các bên liên quan (TM số 33),Trong đó: > Phải trả các bên liên quan (TM số 33),Phải trả các bên liên quan (TM số 33),36.575.598,52.851.516,36575598.0,52851516.0
