row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí cải tạo vườn cây ăn quả,Ngắn hạn > Chi phí cải tạo vườn cây ăn quả,Chi phí cải tạo vườn cây ăn quả,44.261.977,6.929.278,44261977.0,6929278.0
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",1.174.793,14.478.879,1174793.0,14478879.0
Chi phí khác,Ngắn hạn > Chi phí khác,Chi phí khác,1.389.517,7.106.645,1389517.0,7106645.0
,,,46.826.287,28.514.802,46826287.0,28514802.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí đất,Dài hạn > Chi phí đất,Chi phí đất,376.366.527,161.870.366,376366527.0,161870366.0
Chi phí cải tạo vườn cây ăn quả,Dài hạn > Chi phí cải tạo vườn cây ăn quả,Chi phí cải tạo vườn cây ăn quả,103.366.752,78.025.529,103366752.0,78025529.0
Dự án chăn nuôi (*),Dài hạn > Dự án chăn nuôi (*),Dự án chăn nuôi (*),12.419.054,62.903.782,12419054.0,62903782.0
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",11.113.494,53.717.079,11113494.0,53717079.0
Chi phí khác,Dài hạn > Chi phí khác,Chi phí khác,26.803.789,14.460.866,26803789.0,14460866.0
,,,530.069.616,370.977.622,530069616.0,370977622.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,576.895.903,399.492.424,576895903.0,399492424.0
