row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,27.1,7.484.526.405,5.894.531.814,,271.0,7484526405.0,5894531814.0
02,02,02,2. Các khoản giảm trừ doanh thu,27.1,(52.252.163),(111.481.812),,271.0,-52252163.0,-111481812.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,27.1,7.432.274.242,5.783.050.002,,271.0,7432274242.0,5783050002.0
11,11,11,4. Giá vốn hàng bản và dịch vụ cung cấp,28,(4.726.829.019),(3.611.137.012),,28.0,-4726829019.0,-3611137012.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.705.445.223,2.171.912.990,,,2705445223.0,2171912990.0
21,21,21,6. Doanh thu hoạt động tài chính,27.2,295.376.240,280.428.437,,272.0,295376240.0,280428437.0
22,22,22,7. Chi phí tài chính,29,284.396.200,(688.075.391),,29.0,284396200.0,-688075391.0
23,23,23,- Trong đó: Chi phí lãi vay,,322 811.599,(716 094 685),,,,
24,23 > 24,24,8. Phần lãi trong công ty liên kết,,170.950,-,,,170950.0,
25,23 > 25,25,9. Chi phí bán hàng,30,(452.887.383),(396.487.002),,30.0,-452887383.0,-396487002.0
26,23 > 26,26,10. Chi phí quản lý doanh nghiệp,30,(159.239.442),(165.284.639),,30.0,-159239442.0,-165284639.0
30,23 > 30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,2.673.261.788,1.202.494.395,,,2673261788.0,1202494395.0
31,23 > 31,31,12. Thu nhập khác,31,19.366.185,35.942.854,,31.0,19366185.0,35942854.0
32,23 > 32,32,13. Chi phí khác,31,(490.993.445),(215.615.117),,31.0,-490993445.0,-215615117.0
40,23 > 40,40,14. Lỗ khác,31,(471.627.260),(179.672.263),,31.0,-471627260.0,-179672263.0
50,23 > 50,50,15. Lợi nhuận kể toàn trước thuế,,2.201.634.528,1.022.822.132,,,2201634528.0,1022822132.0
51,23 > 51,51,16. Chi phí thuế TNDN hiện hành,32.1,-,(922.479),,321.0,,-922479.0
52,23 > 52,52,17. Thu nhập thuế TNDN hoãn lại,32.2,38.516.857,38.222.168,,322.0,38516857.0,38222168.0
60,23 > 60,60,18. Lợi nhuận sau thuế TNDN,,2.240.151.385,1.060.121.821,,,2240151385.0,1060121821.0
61,23 > 61,61,19. Lợi nhuận sau thuế của công ty mẹ,,2.122.808.772,1.013.433.083,,,2122808772.0,1013433083.0
62,23 > 62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,117.342.613,46.688.738,,,117342613.0,46688738.0
70,23 > 70,70,21. Lãi cơ bản trên cổ phiếu (VND),26,1.910,997,,26.0,1910.0,997.0
71,23 > 71,71,22. Lãi suy giảm trên cổ phiếu (VND),26,1.910,997,,26.0,1910.0,997.0
