row_label_raw,row_label_full,KCN Phát Đạt,Công ty con,Mượn tiền,2.014.890.000.000,449.580.000.000,numeric__Công ty con,numeric__Mượn tiền,numeric__2.014.890.000.000,numeric__449.580.000.000
Bến Thành Long Hải,Bến Thành Long Hải,Bến Thành Long Hải,Công ty con,Mượn tiền,1.362.616.204.000,-,,,1362616204000.0,
BIDICI,BIDICI,BIDICI,Công ty liên kết,Mượn tiền,782.054.000.000,782.100.000.000,,,782054000000.0,782100000000.0
KDDV Phát Đạt,KDDV Phát Đạt,KDDV Phát Đạt,Công ty con,Mượn tiền,77.886.000.000,-,,,77886000000.0,
,,,,,4.237.446.204.000,1.231.680.000.000,,,4237446204000.0,1231680000000.0
