row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,,
Sài Gòn – KL,Phải thu ngắn hạn của khách hàng > Sài Gòn – KL,Sài Gòn – KL,Công ty liên kết,Cung cấp dịch vụ,7.645.574.780,5.361.669.987,,,7645574780.0,5361669987.0
Serenity,Phải thu ngắn hạn của khách hàng > Serenity,Serenity,Công ty con,Cung cấp dịch vụ,4.411.709.306,496.684.064,,,4411709306.0,496684064.0
Ngô Mây,Phải thu ngắn hạn của khách hàng > Ngô Mây,Ngô Mây,Công ty con,Cung cấp dịch vụ,2.487.638.599,-,,,2487638599.0,
ĐK Phú Quốc,Phải thu ngắn hạn của khách hàng > ĐK Phú Quốc,ĐK Phú Quốc,Công ty con,Cung cấp dịch vụ,1.357.393.184,1.441.113.206,,,1357393184.0,1441113206.0
Cao ốc Thiên Long,Phải thu ngắn hạn của khách hàng > Cao ốc Thiên Long,Cao ốc Thiên Long,Công ty con gián tiếp,Cung cấp dịch vụ,1.189.063.438,-,,,1189063438.0,
Coinin,Phải thu ngắn hạn của khách hàng > Coinin,Coinin,Công ty con,Cung cấp dịch vụ,251.196.228,-,,,251196228.0,
AKYN,AKYN,AKYN,Bên liên quan của Phó Chủ tịch HĐQT,Chuyển nhượng cổ phần,,,,,,
AKYN,AKYN > AKYN,AKYN,Bên liên quan của Phó Chủ tịch HĐQT,Cung cấp dịch vụ,-,50.000.000.000,,,,50000000000.0
AKYN,AKYN > AKYN,AKYN,Bên liên quan của Phó Chủ tịch HĐQT,Cung cấp dịch vụ,-,412.500.000,,,,412500000.0
AKYN,AKYN > AKYN,AKYN,Bên liên quan của Phó Chủ tịch HĐQT,Cung cấp dịch vụ,17.342.575.535,57.711.967.257,,,17342575535.0,57711967257.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
Sài Gòn – KL,Phải thu ngắn hạn khác > Sài Gòn – KL,Sài Gòn – KL,Công ty liên kết,Cho mượn,1.365.258.944.270,-,,,1365258944270.0,
AKYN,Phải thu ngắn hạn khác > AKYN,AKYN,Bên liên quan của Phó Chủ tịch HĐQT,Vốn góp từ việc thanh lý HĐHTĐT,-,10.000.000.000,,,,10000000000.0
AKYN,Phải thu ngắn hạn khác > AKYN,AKYN,Bên liên quan của Phó Chủ tịch HĐQT,Vốn góp từ việc thanh lý HĐHTĐT,1.365.258.944.270,10.000.000.000,,,1365258944270.0,10000000000.0
