row_label_raw,row_label_full,col_0,Quyền sử dụng đất,"Nhà cửa, vật kiến trúc",VND Tổng cộng,numeric__Quyền sử dụng đất,"numeric__Nhà cửa, vật kiến trúc",numeric__VND Tổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số đầu năm và số cuối năm,Nguyên giá > Số đầu năm và số cuối năm,Số đầu năm và số cuối năm,7.306.972.991,68.357.297.281,75.664.270.272,7306972991.0,68357297281.0,75664270272.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,
Số đầu năm,Giá trị khấu hao lũy kế > Số đầu năm,Số đầu năm,-,(7.808.605.120),(7.808.605.120),,-7808605120.0,-7808605120.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,-,(1.536.119.040),(1.536.119.040),,-1536119040.0,-1536119040.0
Số cuối năm,Giá trị khấu hao lũy kế > Số cuối năm,Số cuối năm,-,(9.344.724.160),(9.344.724.160),,-9344724160.0,-9344724160.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,7.306.972.991,60.548.692.161,67.855.665.152,7306972991.0,60548692161.0,67855665152.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,7.306.972.991,59.012.573.121,66.319.546.112,7306972991.0,59012573121.0,66319546112.0
