row_label_raw,row_label_full,Trái phiếu 8 > Trái phiếu 9,Số cuối nămVND > 495.000.000.000 > 295.662.500.000,Kỳ hạn trả gốc > Ngày 23 tháng 12 năm2023 > Ngày 25 tháng 3 năm 2024,"Lãi suất%/năm > 12 > 11,2","21.341.000 cổ phiếu PDR sở hữu bởi cổ đôngGiấy chứng nhận Quyền sử dụng đất và tài sản gắn liền vớiđất tại Phước Hải, Tĩnh Bà Rịa-Vũng Tàu > 16.918.000 cổ phiếu PDR sở hữu bởi cổ đôngGiấy chứng nhận Quyền sở hữu nhà ở và quyền sử dụng đất tạiQuận 3, Thành phố Hồ Chí Minh","Hình thức đảm bảo > 21.341.000 cổ phiếu PDR sở hữu bởi cổ đôngGiấy chứng nhận Quyền sử dụng đất và tài sản gắn liền vớiđất tại Phước Hải, Tĩnh Bà Rịa-Vũng Tàu > 16.918.000 cổ phiếu PDR sở hữu bởi cổ đôngGiấy chứng nhận Quyền sở hữu nhà ở và quyền sử dụng đất tạiQuận 3, Thành phố Hồ Chí Minh",numeric__Số cuối nămVND > 495.000.000.000 > 295.662.500.000,numeric__Kỳ hạn trả gốc > Ngày 23 tháng 12 năm2023 > Ngày 25 tháng 3 năm 2024,"numeric__Lãi suất%/năm > 12 > 11,2","numeric__21.341.000 cổ phiếu PDR sở hữu bởi cổ đôngGiấy chứng nhận Quyền sử dụng đất và tài sản gắn liền vớiđất tại Phước Hải, Tĩnh Bà Rịa-Vũng Tàu > 16.918.000 cổ phiếu PDR sở hữu bởi cổ đôngGiấy chứng nhận Quyền sở hữu nhà ở và quyền sử dụng đất tạiQuận 3, Thành phố Hồ Chí Minh","numeric__Hình thức đảm bảo > 21.341.000 cổ phiếu PDR sở hữu bởi cổ đôngGiấy chứng nhận Quyền sử dụng đất và tài sản gắn liền vớiđất tại Phước Hải, Tĩnh Bà Rịa-Vũng Tàu > 16.918.000 cổ phiếu PDR sở hữu bởi cổ đôngGiấy chứng nhận Quyền sở hữu nhà ở và quyền sử dụng đất tạiQuận 3, Thành phố Hồ Chí Minh"
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.510.125.003.506,,,,,2510125003506.0,,,,
Trong đó:Ngắn hạnDài hạn,Trong đó:Ngắn hạnDài hạn,Trong đó:Ngắn hạnDài hạn,2.214.462.503.506295.662.500.000,,,,,2.2144625035062958e+24,,,,
