row_label_raw,row_label_full,col_0,Số cuối năm > %sở hữu,Số cuối năm > Số tiềnVND,Số đầu năm > %sở hữu,Số đầu năm > Số tiềnVND,numeric__Số cuối năm > %sở hữu,numeric__Số cuối năm > Số tiềnVND,numeric__Số đầu năm > %sở hữu,numeric__Số đầu năm > Số tiềnVND
Công ty Cổ phần Đầu tư Bất động sản BIDICI,Công ty Cổ phần Đầu tư Bất động sản BIDICI,Công ty Cổ phần Đầu tư Bất động sản BIDICI,49,1.117.200.000.000,49,1.117.200.000.000,49.0,1117200000000.0,49.0,1117200000000.0
Công ty Cổ phần Địa ốc Sài Gòn - KL,Công ty Cổ phần Địa ốc Sài Gòn - KL,Công ty Cổ phần Địa ốc Sài Gòn - KL,"27,86",643.448.247.896,-,-,27.86,643448247896.0,,
Công ty TNHH Đầu tư Xây dựng Công trình PDP,Công ty TNHH Đầu tư Xây dựng Công trình PDP,Công ty TNHH Đầu tư Xây dựng Công trình PDP,49,13.057.107.000,49,9.531.000.000,49.0,13057107000.0,49.0,9531000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,1.773.705.354.896,,1.126.731.000.000,,1773705354896.0,,1126731000000.0
