row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Văn Đạt,Tên > Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Chủ tịch,11.971.777.692,9.231.116.922,,11971777692.0,9231116922.0
Bà Trần Thị Hường,Tên > Bà Trần Thị Hường,Bà Trần Thị Hường,Phó Chủ tịch,5.002.507.692,5.926.712.308,,5002507692.0,5926712308.0
Ông Nguyễn Tấn Danh,Tên > Ông Nguyễn Tấn Danh,Ông Nguyễn Tấn Danh,Phó Chủ tịch,1.030.000.000,980.000.000,,1030000000.0,980000000.0
Ông Lê Quang Phúc,Tên > Ông Lê Quang Phúc,Ông Lê Quang Phúc,Thành viên HĐQT,986.111.111,1.092.786.667,,986111111.0,1092786667.0
Ông Đoàn Việt Đại Tử,Tên > Ông Đoàn Việt Đại Tử,Ông Đoàn Việt Đại Tử,Thành viên HĐQT,980.000.000,880.000.000,,980000000.0,880000000.0
Ông Khương Văn Mười,Tên > Ông Khương Văn Mười,Ông Khương Văn Mười,Thành viên độc lập HĐQT,980.000.000,880.000.000,,980000000.0,880000000.0
Ông Trần Trọng Gia Vinh,Tên > Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Thành viên độc lập HĐQT,980.000.000,880.000.000,,980000000.0,880000000.0
Ông Lê Minh Dũng,Tên > Ông Lê Minh Dũng,Ông Lê Minh Dũng,Thành viên độc lập HĐQT,791.666.667,750.000.000,,791666667.0,750000000.0
Ông Bùi Quang Anh Vũ,Tên > Ông Bùi Quang Anh Vũ,Ông Bùi Quang Anh Vũ,Tổng Giám đốc,7.705.135.288,5.858.170.769,,7705135288.0,5858170769.0
Ông Nguyễn Đình Trí,Tên > Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Phó Tổng Giám đốc,3.210.606.731,1.843.923.077,,3210606731.0,1843923077.0
Ông Trường Ngọc Dũng,Tên > Ông Trường Ngọc Dũng,Ông Trường Ngọc Dũng,Phó Tổng Giám đốc,2.054.309.327,-,,2054309327.0,
Ông Dương Hồng Cẩm,Tên > Ông Dương Hồng Cẩm,Ông Dương Hồng Cẩm,Phó Tổng Giám đốc,1.428.183.590,1.764.615.385,,1428183590.0,1764615385.0
Ông Nguyễn Khắc Sinh,Tên > Ông Nguyễn Khắc Sinh,Ông Nguyễn Khắc Sinh,Phó Tổng Giám đốc,1.082.769.444,-,,1082769444.0,
Ông Vũ Kim Điền,Tên > Ông Vũ Kim Điền,Ông Vũ Kim Điền,Phó Tổng Giám đốc,691.719.711,-,,691719711.0,
Bà Trang Thanh Minh Thư,Tên > Bà Trang Thanh Minh Thư,Bà Trang Thanh Minh Thư,Phó Tổng Giám đốc,636.713.461,-,,636713461.0,
Ông Nguyễn Thanh Thảo,Tên > Ông Nguyễn Thanh Thảo,Ông Nguyễn Thanh Thảo,Phó Tổng Giám đốc,406.256.923,2.606.862.115,,406256923.0,2606862115.0
Bà Ngô Thúy Vân,Tên > Bà Ngô Thúy Vân,Bà Ngô Thúy Vân,Kế toán trường,465.056.090,-,,465056090.0,
Bà Lê Thị Thu Hương,Bà Lê Thị Thu Hương,Bà Lê Thị Thu Hương,Giám đốc Tài chính kiểm,,,,,
,,,Kế toán trường,481.153.846,-,,481153846.0,
Bà Nguyễn Thị Thùy Trang,Bà Lê Thị Thu Hương > Bà Nguyễn Thị Thùy Trang,Bà Nguyễn Thị Thùy Trang,Kế toán trường,491.947.143,554.007.142,,491947143.0,554007142.0
Bà Vũ Quỳnh Hoa,Bà Lê Thị Thu Hương > Bà Vũ Quỳnh Hoa,Bà Vũ Quỳnh Hoa,Kế toán trường,-,624.451.905,,,624451905.0
Ông Phan Huy Hân,Bà Lê Thị Thu Hương > Ông Phan Huy Hân,Ông Phan Huy Hân,Người phụ trách quản trị,1.080.485.832,935.498.333,,1080485832.0,935498333.0
Bà Trần Thị Hoài An,Bà Lê Thị Thu Hương > Bà Trần Thị Hoài An,Bà Trần Thị Hoài An,Người phụ trách quản trị,436.272.696,635.007.168,,436272696.0,635007168.0
TỔNG CỘNG,Bà Lê Thị Thu Hương > TỔNG CỘNG,TỔNG CỘNG,,42.892.673.244,35.443.151.791,,42892673244.0,35443151791.0
