row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,309.244.817.603,290.422.546.425,,100.0,,309244817603.0,290422546425.0
I.,I.,I.,Tiền,110,5,8.616.864.882,16.049.023.616,,110.0,5.0,8616864882.0,16049023616.0
1.,1.,1.,Tiền,111,,8.616.864.882,16.049.023.616,,111.0,,8616864882.0,16049023616.0
II.,II.,II.,Các khoản phải thu ngắn hạn,130,,77.151.005.587,67.851.325.769,,130.0,,77151005587.0,67851325769.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,70.634.033.674,61.602.141.239,,131.0,6.0,70634033674.0,61602141239.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,5.269.942.486,5.106.874.318,,132.0,7.0,5269942486.0,5106874318.0
3.,3.,3.,Phải thu ngắn hạn khác,136,,1.247.029.427,1.142.310.212,,136.0,,1247029427.0,1142310212.0
III.,III.,III.,Hàng tồn kho,140,,223.138.423.310,205.218.801.965,,140.0,,223138423310.0,205218801965.0
1.,1.,1.,Hàng tồn kho,141,8,223.138.423.310,205.218.801.965,,141.0,8.0,223138423310.0,205218801965.0
IV.,IV.,IV.,Tài sản ngắn hạn khác,150,,338.523.824,1.303.395.075,,150.0,,338523824.0,1303395075.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,9,138.908.348,1.103.779.599,,151.0,9.0,138908348.0,1103779599.0
2.,2.,2.,Thuế và các khoản khác phải thu Nhà nước,153,17,199.615.476,199.615.476,,153.0,17.0,199615476.0,199615476.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,4.787.062.542.816,4.887.880.094.118,,200.0,,4787062542816.0,4887880094118.0
I.,I.,I.,Tài sản cố định,220,,17.455.527.114,24.700.177.884,,220.0,,17455527114.0,24700177884.0
1.,1.,1.,Tài sản cố định hữu hình,221,10,9.757.367.114,16.802.017.900,,221.0,10.0,9757367114.0,16802017900.0
,,,- Nguyên giá,222,,58.677.082.937,60.774.667.993,,222.0,,58677082937.0,60774667993.0
,,,- Giá trị hao mòn lũy kế,223,,(48.919.715.823),(43.972.650.093),,223.0,,-48919715823.0,-43972650093.0
2.,2.,2.,Tài sản cố định vô hình,227,11,7.698.160.000,7.898.159.984,,227.0,11.0,7698160000.0,7898159984.0
,,,- Nguyên giá,228,,8.698.160.000,8.698.160.000,,228.0,,8698160000.0,8698160000.0
,,,- Giá trị hao mòn lũy kế,229,,(1.000.000.000),(800.000.016),,229.0,,-1000000000.0,-800000016.0
II.,II.,II.,Bất động sản đầu tư,230,12,70.506.966.972,74.544.727.443,,230.0,12.0,70506966972.0,74544727443.0
,,,- Nguyên giá,231,,121.989.328.984,121.270.386.330,,231.0,,121989328984.0,121270386330.0
,,,- Giá trị hao mòn lũy kế,232,,(51.482.362.012),(46.725.658.887),,232.0,,-51482362012.0,-46725658887.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,127.982.942.807,111.995.799.903,,240.0,,127982942807.0,111995799903.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,13,127.982.942.807,111.995.799.903,,242.0,13.0,127982942807.0,111995799903.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,14,4.571.032.074.611,4.676.525.000.000,,250.0,14.0,4571032074611.0,4676525000000.0
1.,1.,1.,Đầu tư vào công ty con,251,,4.226.525.000.000,4.226.525.000.000,,251.0,,4226525000000.0,4226525000000.0
2.,2.,2.,Đầu tư vào công ty liên kết,252,,450.000.000.000,450.000.000.000,,252.0,,450000000000.0,450000000000.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,,(105.492.925.389),-,,254.0,,-105492925389.0,
V.,V.,V.,Tài sản dài hạn khác,260,,85.031.312,114.388.888,,260.0,,85031312.0,114388888.0
1.,1.,1.,Chi phí trả trước dài hạn,261,9,85.031.312,114.388.888,,261.0,9.0,85031312.0,114388888.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,5.096.307.360.419,5.178.302.640.543,,270.0,,5096307360419.0,5178302640543.0
