row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc",Tài sản khác,Tổng,"numeric__Nhà cửa,vật kiến trúc",numeric__Tài sản khác,numeric__Tổng
,,,VND,VND,VND,,,
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,
Số dư đầu năm,NGUYÊN GIÁ > Số dư đầu năm,Số dư đầu năm,119.436.900.875,1.833.485.455,121.270.386.330,119436900875.0,1833485455.0,121270386330.0
Điều chính do quyếttoán,NGUYÊN GIÁ > Điều chính do quyếttoán,Điều chính do quyếttoán,718.942.654,-,718.942.654,718942654.0,,718942654.0
Số dư cuối năm,NGUYÊN GIÁ > Số dư cuối năm,Số dư cuối năm,120.155.843.529,1.833.485.455,121.989.328.984,120155843529.0,1833485455.0,121989328984.0
GIÁ TRỊ HAO MÒN LỦYKẾ,GIÁ TRỊ HAO MÒN LỦYKẾ,GIÁ TRỊ HAO MÒN LỦYKẾ,GIÁ TRỊ HAO MÒN LỦYKẾ,GIÁ TRỊ HAO MÒN LỦYKẾ,GIÁ TRỊ HAO MÒN LỦYKẾ,,,
Số dư đầu năm,GIÁ TRỊ HAO MÒN LỦYKẾ > Số dư đầu năm,Số dư đầu năm,44.973.019.731,1.752.639.156,46.725.658.887,44973019731.0,1752639156.0,46725658887.0
Khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦYKẾ > Khấu hao trong năm,Khấu hao trong năm,1.793.653.947,63.686.364,1.857.340.311,1793653947.0,63686364.0,1857340311.0
Điều chính do quyếttoán,GIÁ TRỊ HAO MÒN LỦYKẾ > Điều chính do quyếttoán,Điều chính do quyếttoán,2.899.362.814,-,2.899.362.814,2899362814.0,,2899362814.0
Số dư cuối năm,GIÁ TRỊ HAO MÒN LỦYKẾ > Số dư cuối năm,Số dư cuối năm,49.666.036.492,1.816.325.520,51.482.362.012,49666036492.0,1816325520.0,51482362012.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,
Tại ngày đầu năm,GIÁ TRỊ CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,74.463.881.144,80.846.299,74.544.727.443,74463881144.0,80846299.0,74544727443.0
Tại ngày cuối năm,GIÁ TRỊ CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,70.489.807.037,17.159.935,70.506.966.972,70489807037.0,17159935.0,70506966972.0
