row_label_raw,row_label_full,col_0,Số đầu nămVND,Số phàinộp/phải thu trong nămVND,Số đã thựcnộp/bù trừtrong nămVND,Số cuối nămVND,numeric__Số đầu nămVND,numeric__Số phàinộp/phải thu trong nămVND,numeric__Số đã thựcnộp/bù trừtrong nămVND,numeric__Số cuối nămVND
a. Các khoản phải thuThuế thu nhập doanhnghiệp tạm nộp,a. Các khoản phải thuThuế thu nhập doanhnghiệp tạm nộp,a. Các khoản phải thuThuế thu nhập doanhnghiệp tạm nộp,199.615.476,-,-,199.615.476,199615476.0,,,199615476.0
a. Các khoản phải thuThuế thu nhập doanhnghiệp tạm nộp,a. Các khoản phải thuThuế thu nhập doanhnghiệp tạm nộp,a. Các khoản phải thuThuế thu nhập doanhnghiệp tạm nộp,199.615.476,-,-,199.615.476,199615476.0,,,199615476.0
b. Các khoản phải nộpThuế giá trị gia tăng đầu ra,b. Các khoản phải nộpThuế giá trị gia tăng đầu ra,b. Các khoản phải nộpThuế giá trị gia tăng đầu ra,3.038.491.936,11.153.458.804,10.441.703.902,3.750.246.838,3038491936.0,11153458804.0,10441703902.0,3750246838.0
Thuế thu nhập cá nhânCác loại thuế khác,Thuế thu nhập cá nhânCác loại thuế khác,Thuế thu nhập cá nhânCác loại thuế khác,3.091.662.098,11.049.242.839,10.742.793.272,3.398.111.665,3091662098.0,11049242839.0,10742793272.0,3398111665.0
Thuế thu nhập cá nhânCác loại thuế khác,Thuế thu nhập cá nhânCác loại thuế khác,Thuế thu nhập cá nhânCác loại thuế khác,-,676.568.200,676.568.200,-,,676568200.0,676568200.0,
Thuế thu nhập cá nhânCác loại thuế khác,Thuế thu nhập cá nhânCác loại thuế khác,Thuế thu nhập cá nhânCác loại thuế khác,6.130.154.034,22.879.269.843,21.861.065.374,7.148.358.503,6130154034.0,22879269843.0,21861065374.0,7148358503.0
