row_label_raw,row_label_full,col_0,Số cuối năm > Nguyên giá,Số cuối năm > Giá trị còn lại,Số đầu năm > Nguyên giá,Số đầu năm > Giá trị còn lại,numeric__Số cuối năm > Nguyên giá,numeric__Số cuối năm > Giá trị còn lại,numeric__Số đầu năm > Nguyên giá,numeric__Số đầu năm > Giá trị còn lại
"Nhà biệt thụ và nội thất tại biệt thụ Vườn Đào tại phường Tây Hồ, Hà Nội","Nhà biệt thụ và nội thất tại biệt thụ Vườn Đào tại phường Tây Hồ, Hà Nội","Nhà biệt thụ và nội thất tại biệt thụ Vườn Đào tại phường Tây Hồ, Hà Nội",66.088.046.682,50.587.879.417,66.088.046.682,52.079.444.922,66088046682.0,50587879417.0,66088046682.0,52079444922.0
Bắt động sản đầu tư liên quan đến Dự án Sunshine Center,Bắt động sản đầu tư liên quan đến Dự án Sunshine Center,Bắt động sản đầu tư liên quan đến Dự án Sunshine Center,55.901.282.302,19.919.087.555,55.182.339.648,22.465.282.521,55901282302.0,19919087555.0,55182339648.0,22465282521.0
"- Tăng hầm 4 thuộc Dự án Sunshine Center tại Từ Liêm, Hà Nội","- Tăng hầm 4 thuộc Dự án Sunshine Center tại Từ Liêm, Hà Nội","- Tăng hầm 4 thuộc Dự án Sunshine Center tại Từ Liêm, Hà Nội",24.249.323.982,19.919.087.555,26.429.744.142,22.465.282.521,24249323982.0,19919087555.0,26429744142.0,22465282521.0
"- Sản thương mại tầng 1 thuộc Dự án Sunshine Center tại Từ Liêm, Hà Nội","- Sản thương mại tầng 1 thuộc Dự án Sunshine Center tại Từ Liêm, Hà Nội","- Sản thương mại tầng 1 thuộc Dự án Sunshine Center tại Từ Liêm, Hà Nội",31.651.958.320,-,28.752.595.506,-,31651958320.0,,28752595506.0,
,,,121.989.328.984,70.506.966.972,121.270.386.330,74.544.727.443,121989328984.0,70506966972.0,121270386330.0,74544727443.0
