row_label_raw,row_label_full,Mối quan hệ,Mối quan hệ_1,numeric__Mối quan hệ_1
Công ty mẹ từ ngày 29 tháng 9 năm 2025,Công ty mẹ từ ngày 29 tháng 9 năm 2025,Công ty mẹ từ ngày 29 tháng 9 năm 2025,Công ty mẹ từ ngày 29 tháng 9 năm 2025,
Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,
Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,
Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,
Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,
Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,
Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,
Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,
Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,
Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,
Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,
Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng Tập đoàn từ ngày 29 tháng 9 năm 2025,
Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng tập đoàn từ ngày 29 tháng 9 năm 2025,
Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng tập đoàn từ ngày 29 tháng 9 năm 2025,Công ty liên quan đến cán bộ quản lý chủ chốt/ Công ty trong cùng tập đoàn từ ngày 29 tháng 9 năm 2025,
Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,Công ty liên quan đến cán bộ quản lý chủ chốt,
