row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,23,115.920.666.376,114.685.549.363,,1.0,23.0,115920666376.0,114685549363.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,115.920.666.376,114.685.549.363,,10.0,,115920666376.0,114685549363.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,24,103.166.917.260,114.404.134.480,,11.0,24.0,103166917260.0,114404134480.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,12.753.749.116,281.414.883,,20.0,,12753749116.0,281414883.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,26,21.335.111,501.668.599.999,,21.0,26.0,21335111.0,501668599999.0
6.,6.,6.,Chi phí tài chính,22,27,105.642.065.491,(768.160.959),,22.0,27.0,105642065491.0,-768160959.0
,,,- Trong đó: Chi phí lãi vay,23,,78.904.110,-,,23.0,,78904110.0,
7.,7.,7.,Chi phí quản lý doanh nghiệp,26,28,10.235.759.522,12.526.922.849,,26.0,28.0,10235759522.0,12526922849.0
8.,8.,8.,(Lỗ)/Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22-26)),30,,(103.102.740.786),490.191.252.992,,30.0,,-103102740786.0,490191252992.0
9.,9.,9.,Thu nhập khác,31,,1.215.820.301,919.766.438,,31.0,,1215820301.0,919766438.0
10.,10.,10.,Chi phí khác,32,29,1.118.043.413,1.210.173.717,,32.0,29.0,1118043413.0,1210173717.0
11.,11.,11.,Thu nhập khác (40=31-32),40,,97.776.888,(290.407.279),,40.0,,97776888.0,-290407279.0
12.,12.,12.,Tổng (lỗ)/ lợi nhuận kế toán trước thuế (50=30+40),50,,(103.004.963.898),489.900.845.713,,50.0,,-103004963898.0,489900845713.0
13.,13.,13.,(Lỗ)/Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,(103.004.963.898),489.900.845.713,,60.0,,-103004963898.0,489900845713.0
