row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2022 VND,Năm 2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2022 VND,numeric__Năm 2021 VND
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,22,617.574.838.246,627.293.619.400,1.0,22.0,617574838246.0,627293619400.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,67.336.974,2.0,,,67336974.0
3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,10,,617.574.838.246,627.226.282.426,10.0,,617574838246.0,627226282426.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,23,571.553.320.532,543.317.702.210,11.0,23.0,571553320532.0,543317702210.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,46.021.517.714,83.908.580.216,20.0,,46021517714.0,83908580216.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,24,3.792.764.337.957,248.537.585.920,21.0,24.0,3792764337957.0,248537585920.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,25,322.322.838.353,226.986.670.809,22.0,25.0,322322838353.0,226986670809.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,155.330.859.570,229.557.398.047,23.0,,155330859570.0,229557398047.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,,-,-,25.0,,,
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,26,2.037.457.548.067,(9.908.473.104),26.0,26.0,2037457548067.0,-9908473104.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,1.479.005.469.251,115.367.968.431,30.0,,1479005469251.0,115367968431.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,27,758.503.368,1.731.372.858,31.0,27.0,758503368.0,1731372858.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,28,65.237.836.625,40.330.918.691,32.0,28.0,65237836625.0,40330918691.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,(64.479.333.257),(38.599.545.833),40.0,,-64479333257.0,-38599545833.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,1.414.526.135.994,76.768.422.598,50.0,,1414526135994.0,76768422598.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,29,201.952.237.413,-,51.0,29.0,201952237413.0,
16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,52,30,(8.056.358.883),-,52.0,30.0,-8056358883.0,
17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,1.220.630.257.464,76.768.422.598,60.0,,1220630257464.0,76768422598.0
