row_label_raw,row_label_full,col_0,Năm 2022VND,Năm 2021VND,numeric__Năm 2022VND,numeric__Năm 2021VND
Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,2.037.457.548.067,(9.908.473.104),2037457548067.0,-9908473104.0
- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,30.739.737.928,28.401.596.144,30739737928.0,28401596144.0
- Chi phí vật liệu quản lý,- Chi phí vật liệu quản lý,- Chi phí vật liệu quản lý,494.053.670,571.003.648,494053670.0,571003648.0
- Chi phí đồ dùng văn phòng,- Chi phí đồ dùng văn phòng,- Chi phí đồ dùng văn phòng,228.470.409,146.360.657,228470409.0,146360657.0
- Chi phí khấu hao Tài sản cố định,- Chi phí khấu hao Tài sản cố định,- Chi phí khấu hao Tài sản cố định,2.837.394.642,3.589.691.370,2837394642.0,3589691370.0
"- Thuế, phí và lệ phí","- Thuế, phí và lệ phí","- Thuế, phí và lệ phí",2.528.232.833,1.853.976.946,2528232833.0,1853976946.0
- Chi phí dự phòng,- Chi phí dự phòng,- Chi phí dự phòng,1.864.166.315.061,(59.164.438.744),1864166315061.0,-59164438744.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,5.915.785.312,3.998.952.722,5915785312.0,3998952722.0
- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,130.547.558.212,10.694.384.153,130547558212.0,10694384153.0
Cộng,Cộng,Cộng,2.037.457.548.067,(9.908.473.104),2037457548067.0,-9908473104.0
