row_label_raw,row_label_full,col_0,col_1,Năm 2022VND,Năm 2021VND,numeric__col_1,numeric__Năm 2022VND,numeric__Năm 2021VND
Thu nhập của các thành viên quản lý chủ chốt,Thu nhập của các thành viên quản lý chủ chốt,Thu nhập của các thành viên quản lý chủ chốt,Thu nhập của các thành viên quản lý chủ chốt,Thu nhập của các thành viên quản lý chủ chốt,Thu nhập của các thành viên quản lý chủ chốt,,,
Tên,Tên,Tên,Chức vụ,,,,,
- Hội đồng quản trị và ban,Tên > - Hội đồng quản trị và ban,- Hội đồng quản trị và ban,Tổng giám đốc,5.560.352.151,3.806.663.442,,5560352151.0,3806663442.0
Ông Hồ Văn Dũng,Tên > Ông Hồ Văn Dũng,Ông Hồ Văn Dũng,Chủ tịch,970.048.702,674.690.436,,970048702.0,674690436.0
Ông Trần Văn Tuấn,Tên > Ông Trần Văn Tuấn,Ông Trần Văn Tuấn,Thành viên/ Tổng Giám đốc,837.159.714,555.954.286,,837159714.0,555954286.0
Ông Nguyễn Văn Tùng,Tên > Ông Nguyễn Văn Tùng,Ông Nguyễn Văn Tùng,Thành viên,681.639.840,500.516.000,,681639840.0,500516000.0
Ông Phạm Văn Quản,Tên > Ông Phạm Văn Quản,Ông Phạm Văn Quản,Thành viên,858.078.497,590.176.000,,858078497.0,590176000.0
Ông Đăng Quốc Bảo,Tên > Ông Đăng Quốc Bảo,Ông Đăng Quốc Bảo,Thành viên,890.163.033,590.176.000,,890163033.0,590176000.0
Ông Phạm Đức Thành,Tên > Ông Phạm Đức Thành,Ông Phạm Đức Thành,Phó Tổng Giám đốc,665.562.262,392.432.625,,665562262.0,392432625.0
Ông Nguyễn Văn Thự,Tên > Ông Nguyễn Văn Thự,Ông Nguyễn Văn Thự,Phó Tổng Giám đốc,-,181.038.095,,,181038095.0
Ông Nguyễn Văn Sơn,Tên > Ông Nguyễn Văn Sơn,Ông Nguyễn Văn Sơn,Phó Tổng Giám đốc,657.700.103,321.680.000,,657700103.0,321680000.0
- Ban kiểm soát,Tên > - Ban kiểm soát,- Ban kiểm soát,,941.526.240,396.061.913,,941526240.0,396061913.0
Ông Nguyễn Văn Thắng,Tên > Ông Nguyễn Văn Thắng,Ông Nguyễn Văn Thắng,Trường ban,941.526.240,396.061.913,,941526240.0,396061913.0
,,,,6.501.878.391,4.202.725.355,,6501878391.0,4202725355.0
