row_label_raw,row_label_full,col_0,31/12/2022 > Giá gốc VND,31/12/2022 > Giá trị ghi sổ VND,01/01/2022 > Giá gốc VND,01/01/2022 > Giá trị ghi sổ VND,numeric__31/12/2022 > Giá gốc VND,numeric__31/12/2022 > Giá trị ghi sổ VND,numeric__01/01/2022 > Giá gốc VND,numeric__01/01/2022 > Giá trị ghi sổ VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,2.322.100.000.000,2.322.100.000.000,-,-,2322100000000.0,2322100000000.0,,
+ Tiền gửi có kỳ hạn,+ Tiền gửi có kỳ hạn,+ Tiền gửi có kỳ hạn,2.322.100.000.000,2.322.100.000.000,-,-,2322100000000.0,2322100000000.0,,
Dài hạn,Dài hạn,Dài hạn,-,-,-,-,,,,
Cộng,Dài hạn > Cộng,Cộng,2.322.100.000.000,2.322.100.000.000,-,-,2322100000000.0,2322100000000.0,,
