row_label_raw,row_label_full,Ông Nguyễn Văn Thắng,Trường Ban,col_2,numeric__Trường Ban,numeric__col_2
Ông Tổng Quang Vinh,Ông Tổng Quang Vinh,Ông Tổng Quang Vinh,Thành viên,Bổ nhiệm ngày 24/06/2022,,
Bà Phạm Thị Cao Thanh,Bà Phạm Thị Cao Thanh,Bà Phạm Thị Cao Thanh,Thành viên,Bổ nhiệm ngày 24/06/2022,,
Bà Trần Thị Mỹ Hảo,Bà Trần Thị Mỹ Hảo,Bà Trần Thị Mỹ Hảo,Thành viên,Miễn nhiệm ngày 24/06/2022,,
Ông Trần Thế Anh,Ông Trần Thế Anh,Ông Trần Thế Anh,Thành viên,Miễn nhiệm ngày 24/06/2022,,
