row_label_raw,row_label_full,col_0,Năm 2022VND,Năm 2021VND,numeric__Năm 2022VND,numeric__Năm 2021VND
Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Sông Đà 2 > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,-,8.984.015,,8984015.0
Chi phí Công trình,Công ty Cổ phần Sông Đà 2 > Chi phí Công trình,Chi phí Công trình,-,6.919.388,,6919388.0
Công ty Cổ phần Sông Đà 3,Công ty Cổ phần Sông Đà 3,Công ty Cổ phần Sông Đà 3,Công ty Cổ phần Sông Đà 3,Công ty Cổ phần Sông Đà 3,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Sông Đà 3 > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,5.850.000,12.252.283.708,5850000.0,12252283708.0
Chi phí Công trình,Công ty Cổ phần Sông Đà 3 > Chi phí Công trình,Chi phí Công trình,2.146.252.680,54.053.028.266,2146252680.0,54053028266.0
Công ty Cổ phần Sông Đà 4,Công ty Cổ phần Sông Đà 4,Công ty Cổ phần Sông Đà 4,Công ty Cổ phần Sông Đà 4,Công ty Cổ phần Sông Đà 4,,
Doanh thu Công trình,Công ty Cổ phần Sông Đà 4 > Doanh thu Công trình,Doanh thu Công trình,417.561.721,75.111.049,417561721.0,75111049.0
Phí bảo lãnh,Công ty Cổ phần Sông Đà 4 > Phí bảo lãnh,Phí bảo lãnh,218.485.138,97.838.309,218485138.0,97838309.0
Lãi cho vay,Công ty Cổ phần Sông Đà 4 > Lãi cho vay,Lãi cho vay,-,951.703.642,,951703642.0
Công ty Cổ phần Sông Đà 5,Công ty Cổ phần Sông Đà 5,Công ty Cổ phần Sông Đà 5,Công ty Cổ phần Sông Đà 5,Công ty Cổ phần Sông Đà 5,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Sông Đà 5 > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,1.108.431.899,4.545.455,1108431899.0,4545455.0
Cổ tức phải thu,Công ty Cổ phần Sông Đà 5 > Cổ tức phải thu,Cổ tức phải thu,-,16.681.680.000,,16681680000.0
Giảm trừ giá vốn,Công ty Cổ phần Sông Đà 5 > Giảm trừ giá vốn,Giảm trừ giá vốn,(756.701.742),(4.076.724.308),-756701742.0,-4076724308.0
Công ty Cổ phần Sông Đà 6,Công ty Cổ phần Sông Đà 6,Công ty Cổ phần Sông Đà 6,Công ty Cổ phần Sông Đà 6,Công ty Cổ phần Sông Đà 6,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Sông Đà 6 > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,-,7.094.068.295,,7094068295.0
Chi phí công trình,Công ty Cổ phần Sông Đà 6 > Chi phí công trình,Chi phí công trình,565.636.027,34.735.850.138,565636027.0,34735850138.0
Giá vốn,Công ty Cổ phần Sông Đà 6 > Giá vốn,Giá vốn,2.118.834.259,-,2118834259.0,
