row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,2 - 3,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,4 - 5,
BẢNG CÂN ĐỐI KẾ TOÁN,BẢNG CÂN ĐỐI KẾ TOÁN,BẢNG CÂN ĐỐI KẾ TOÁN,6 - 9,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BẢNG CÂN ĐỐI KẾ TOÁN > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,10,10.0
BÁO CÁO LUÙ CHUYỀN TIÊN TỆ,BÁO CÁO LUÙ CHUYỀN TIÊN TỆ,BÁO CÁO LUÙ CHUYỀN TIÊN TỆ,11 - 12,
THUYẾT MINH BÁO CÁO TÀI CHÍNH,THUYẾT MINH BÁO CÁO TÀI CHÍNH,THUYẾT MINH BÁO CÁO TÀI CHÍNH,13 - 48,
