row_label_raw,row_label_full,col_0,Năm 2022VND,Năm 2021VND,numeric__Năm 2022VND,numeric__Năm 2021VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.414.526.135.994,76.768.422.598,1414526135994.0,76768422598.0
Các khoản chi phí không được trừ,Các khoản chi phí không được trừ,Các khoản chi phí không được trừ,448.247.216.356,69.551.991.843,448247216356.0,69551991843.0
Các khoản thu nhập không chịu thuế thu nhập doanh nghiệp,Các khoản thu nhập không chịu thuế thu nhập doanh nghiệp,Các khoản thu nhập không chịu thuế thu nhập doanh nghiệp,294.444.058.080,85.815.759.000,294444058080.0,85815759000.0
- Cổ tức lợi nhuận được chia,- Cổ tức lợi nhuận được chia,- Cổ tức lợi nhuận được chia,294.444.058.080,85.815.759.000,294444058080.0,85815759000.0
Các khoản điều chỉnh tăng chi phí được trừ,Các khoản điều chỉnh tăng chi phí được trừ,Các khoản điều chỉnh tăng chi phí được trừ,70.502.660.243,,70502660243.0,
- Lãi vay không được trừ theo Nghị định,- Lãi vay không được trừ theo Nghị định,- Lãi vay không được trừ theo Nghị định,70.502.660.243,-,70502660243.0,
"132/2020/NĐ-CP đã bị loại các năm 2019,2020, 2021.","132/2020/NĐ-CP đã bị loại các năm 2019,2020, 2021.","132/2020/NĐ-CP đã bị loại các năm 2019,2020, 2021.",,,,
Chuyển lỗ từ các năm trước,"132/2020/NĐ-CP đã bị loại các năm 2019,2020, 2021. > Chuyển lỗ từ các năm trước",Chuyển lỗ từ các năm trước,488.065.446.960,60.504.655.441,488065446960.0,60504655441.0
Tổng thu nhập chịu thuế trong năm,"132/2020/NĐ-CP đã bị loại các năm 2019,2020, 2021. > Tổng thu nhập chịu thuế trong năm",Tổng thu nhập chịu thuế trong năm,1.009.761.187.067,-,1009761187067.0,
Thuế suất thuế thu nhập doanh nghiệp hiện hành,"132/2020/NĐ-CP đã bị loại các năm 2019,2020, 2021. > Thuế suất thuế thu nhập doanh nghiệp hiện hành",Thuế suất thuế thu nhập doanh nghiệp hiện hành,20%,20%,0.2,0.2
Thuế TNDN phải trả ước tính,"132/2020/NĐ-CP đã bị loại các năm 2019,2020, 2021. > Thuế TNDN phải trả ước tính",Thuế TNDN phải trả ước tính,201.952.237.413,-,201952237413.0,
Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,"132/2020/NĐ-CP đã bị loại các năm 2019,2020, 2021. > Tổng chi phí thuế thu nhập doanh nghiệp hiện hành",Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,201.952.237.413,-,201952237413.0,
