row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,185.424.519.370,224.158.333.704,185424519370.0,224158333704.0
"Nguyên liệu, vật liệu tồn kho","Nguyên liệu, vật liệu tồn kho","Nguyên liệu, vật liệu tồn kho",445.288.958.862,472.786.949.416,445288958862.0,472786949416.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",726.066.265,1.490.398.193,726066265.0,1490398193.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,505.934.102.879,359.271.830.735,505934102879.0,359271830735.0
Chi phí sản xuất kinh doanh dở dang hoạt động bất động sản,Chi phí sản xuất kinh doanh dở dang hoạt động bất động sản,Chi phí sản xuất kinh doanh dở dang hoạt động bất động sản,497.206.205.927,349.396.473.076,497206205927.0,349396473076.0
Chi phí sản xuất kinh doanh dở dang hoạt động sản xuất thức ăn chăn nuôi,Chi phí sản xuất kinh doanh dở dang hoạt động sản xuất thức ăn chăn nuôi,Chi phí sản xuất kinh doanh dở dang hoạt động sản xuất thức ăn chăn nuôi,8.727.896.952,9.875.357.659,8727896952.0,9875357659.0
Thành phẩm,Thành phẩm,Thành phẩm,42.802.405.092,41.641.819.155,42802405092.0,41641819155.0
Dự án Khu đô thị Đền Đô,Dự án Khu đô thị Đền Đô,Dự án Khu đô thị Đền Đô,10.620.657.992,10.165.110.301,10620657992.0,10165110301.0
Thành phẩm thức ăn chăn nuôi,Thành phẩm thức ăn chăn nuôi,Thành phẩm thức ăn chăn nuôi,32.181.747.100,31.476.708.854,32181747100.0,31476708854.0
Hàng hóa,Hàng hóa,Hàng hóa,10.343.284.355,13.838.785.547,10343284355.0,13838785547.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.190.519.336.823,1.113.188.116.750,1190519336823.0,1113188116750.0
