row_label_raw,row_label_full,Lợi nhuận được chia từ các công ty con(Thuyết minh số 29),Năm nay > 78.118.793.364,Đơn vị tính: VND > Năm trước > 49.203.510.133,numeric__Năm nay > 78.118.793.364,numeric__Đơn vị tính: VND > Năm trước > 49.203.510.133
Lãi tiền gửi,Lãi tiền gửi,Lãi tiền gửi,25.751.153.064,24.341.639.349,25751153064.0,24341639349.0
Doanh thu từ chuyển nhượng công ty con,Doanh thu từ chuyển nhượng công ty con,Doanh thu từ chuyển nhượng công ty con,-,15.000.000.000,,15000000000.0
Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,-,39.108.661,,39108661.0
Doanh thu tài chính khác,Doanh thu tài chính khác,Doanh thu tài chính khác,2.000.000.000,-,2000000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,105.869.946.428,88.584.258.143,105869946428.0,88584258143.0
