row_label_raw,row_label_full,Các khoản nợ thuệtài chính,Số cuối năm > 307.286.220.332,Kỳ hạn trả gốc và lãi > Gốc vay được trả lần cuối trong giai đoạn từ tháng 1 năm 2020 đến tháng 6 năm 2025. Lãi vay trả hàng tháng.,"Lãi suất năm > 8,5% - 10,5%",numeric__Số cuối năm > 307.286.220.332,numeric__Kỳ hạn trả gốc và lãi > Gốc vay được trả lần cuối trong giai đoạn từ tháng 1 năm 2020 đến tháng 6 năm 2025. Lãi vay trả hàng tháng.,"numeric__Lãi suất năm > 8,5% - 10,5%"
Tổng cộng,Tổng cộng,Tổng cộng,307.286.220.332,,,307286220332.0,,
Trong đó:Nợ dài hạn đếnhạn trảNợ dài hạn,Trong đó:Nợ dài hạn đếnhạn trảNợ dài hạn,Trong đó:Nợ dài hạn đếnhạn trảNợ dài hạn,99.756.814.304207.529.406.028,,,9.975681430420753e+22,,
