row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,79.425.607.921,80.843.120.486,79425607921.0,80843120486.0
"- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu",3.891.434.816,5.470.815.507,3891434816.0,5470815507.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,55.026.278.000,55.856.753.026,55026278000.0,55856753026.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,2.513.524.053,1.996.390.235,2513524053.0,1996390235.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,6.533.091.600,5.755.059.750,6533091600.0,5755059750.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,11.461.279.452,11.764.101.968,11461279452.0,11764101968.0
Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,115.357.872.246,150.135.325.192,115357872246.0,150135325192.0
- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,8.334.159.083,2.745.760.300,8334159083.0,2745760300.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,54.627.800.100,38.369.480.128,54627800100.0,38369480128.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,6.025.579.103,5.272.985.442,6025579103.0,5272985442.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,37.862.875.395,27.209.900.325,37862875395.0,27209900325.0
- Chi phí dự phòng phải thu khó đòi,- Chi phí dự phòng phải thu khó đòi,- Chi phí dự phòng phải thu khó đòi,2.264.280.866,69.695.903.954,2264280866.0,69695903954.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,6.243.177.699,6.841.295.043,6243177699.0,6841295043.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,194.783.480.167,230.978.445.678,194783480167.0,230978445678.0
