row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,7.051.326.331.773,5.704.721.395.714,7051326331773.0,5704721395714.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,3.187.556.892.952,3.162.356.603.667,3187556892952.0,3162356603667.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",3.613.884.758.484,2.382.512.259.321,3613884758484.0,2382512259321.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,249.884.680.337,159.852.532.726,249884680337.0,159852532726.0
Các khoản giảm trừ doanh thu,Trong đó > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(64.721.946.437),(66.562.823.057),-64721946437.0,-66562823057.0
Chiết khấu thương mại,Trong đó > Chiết khấu thương mại,Chiết khấu thương mại,(62.364.245.762),(63.358.527.362),-62364245762.0,-63358527362.0
Hàng bán bị trả lại,Trong đó > Hàng bán bị trả lại,Hàng bán bị trả lại,(2.357.700.675),(3.204.295.695),-2357700675.0,-3204295695.0
Doanh thu thuần,Trong đó > Doanh thu thuần,Doanh thu thuần,6.986.604.385.336,5.638.158.572.657,6986604385336.0,5638158572657.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,3.122.834.946.515,3.095.793.780.610,3122834946515.0,3095793780610.0
Doanh thu bán hàng hóa,Trong đó > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,3.613.884.758.484,2.382.512.259.321,3613884758484.0,2382512259321.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,249.884.680.337,159.852.532.726,249884680337.0,159852532726.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên thứ ba,Trong đó: > Doanh thu đối với bên thứ ba,Doanh thu đối với bên thứ ba,1.814.997.226.014,1.924.362.271.141,1814997226014.0,1924362271141.0
Doanh thu đối với bên liên quan (Thuyết minh số 29),Trong đó: > Doanh thu đối với bên liên quan (Thuyết minh số 29),Doanh thu đối với bên liên quan (Thuyết minh số 29),5.171.607.159.322,3.713.796.301.516,5171607159322.0,3713796301516.0
