row_label_raw,row_label_full,col_0,Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,270.621.166.459,2.046.169.014,270621166459.0,2046169014.0
- Công ty TNHH Cụm Khu công nghiệp Khúc Xuyên,- Công ty TNHH Cụm Khu công nghiệp Khúc Xuyên,- Công ty TNHH Cụm Khu công nghiệp Khúc Xuyên,244.230.398.000,-,244230398000.0,
- Các nhà cung cấp nước ngoài khác,- Các nhà cung cấp nước ngoài khác,- Các nhà cung cấp nước ngoài khác,26.390.768.459,2.046.169.014,26390768459.0,2046169014.0
Chiết khấu thương mại chưa xuất hóa đơn (*),Chiết khấu thương mại chưa xuất hóa đơn (*),Chiết khấu thương mại chưa xuất hóa đơn (*),62.364.245.762,63.358.527.362,62364245762.0,63358527362.0
Các bên liên quan trả tiền trước(Thuyết minh số 29),Các bên liên quan trả tiền trước(Thuyết minh số 29),Các bên liên quan trả tiền trước(Thuyết minh số 29),76.124.220.880,92.421.105.721,76124220880.0,92421105721.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,409.109.633.101,157.825.802.097,409109633101.0,157825802097.0
