row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","Ngắn hạn > Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế",5.431.850.388,2.820.572.688,5431850388.0,2820572688.0
"Các khoản phải trả, phải nộp ngắn hạn khác","Ngắn hạn > Các khoản phải trả, phải nộp ngắn hạn khác","Các khoản phải trả, phải nộp ngắn hạn khác",15.086.717.650,15.277.296.526,15086717650.0,15277296526.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,20.518.568.038,18.097.869.214,20518568038.0,18097869214.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Khoản hỗ trợ của UBND tỉnh Bắc Ninh để xây dựng hệ thống xử lý môi trường cho khu chăn nuôi tập trung và xây dựng công trình khác (*),Dài hạn > Khoản hỗ trợ của UBND tỉnh Bắc Ninh để xây dựng hệ thống xử lý môi trường cho khu chăn nuôi tập trung và xây dựng công trình khác (*),Khoản hỗ trợ của UBND tỉnh Bắc Ninh để xây dựng hệ thống xử lý môi trường cho khu chăn nuôi tập trung và xây dựng công trình khác (*),173.563.494.000,173.563.494.000,173563494000.0,173563494000.0
Nhận đặt cọc thực hiện hợp đồng góp vốn và môi giới các dự án bắt động sản từ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Dài hạn > Nhận đặt cọc thực hiện hợp đồng góp vốn và môi giới các dự án bắt động sản từ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Nhận đặt cọc thực hiện hợp đồng góp vốn và môi giới các dự án bắt động sản từ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,70.000.000.000,-,70000000000.0,
"Thù lao HĐQT, ban kiểm soát năm 2019","Dài hạn > Thù lao HĐQT, ban kiểm soát năm 2019","Thù lao HĐQT, ban kiểm soát năm 2019",2.514.000.000,-,2514000000.0,
"Các khoản phải trả, phải nộp dài hạn khác","Dài hạn > Các khoản phải trả, phải nộp dài hạn khác","Các khoản phải trả, phải nộp dài hạn khác",14.682.929.954,3.080.000.000,14682929954.0,3080000000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,260.760.423.954,176.643.494.000,260760423954.0,176643494000.0
