row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Doanh thu,Doanh thu,Doanh thu,493.994.278,66.358.515,493994278.0,66358515.0
Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,493.994.278,-,493994278.0,
Công ty Cổ phần Đầu tư Văn Phú - IPS,Công ty Cổ phần Đầu tư Văn Phú - IPS,Công ty Cổ phần Đầu tư Văn Phú - IPS,-,66.358.515,,66358515.0
Doanh thu tài chính,Doanh thu tài chính,Doanh thu tài chính,202.830.553,-,202830553.0,
Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,202.830.553,-,202830553.0,
Chi phí mua dịch vụ,Chi phí mua dịch vụ,Chi phí mua dịch vụ,48.152.219.520,2.135.195.454,48152219520.0,2135195454.0
Công ty Cổ phần Đầu tư và Phát triển Thương mai Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thương mai Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thương mai Văn Phú,-,157.003.636,,157003636.0
Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,-,1.978.191.818,,1978191818.0
Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,48.152.219.520,-,48152219520.0,
Công ty Cổ phần Tư vấn Đầu tư và Phát triển kiến trúc I.D.E.A,Công ty Cổ phần Tư vấn Đầu tư và Phát triển kiến trúc I.D.E.A,Công ty Cổ phần Tư vấn Đầu tư và Phát triển kiến trúc I.D.E.A,11.980.207.818,15.088.380.727,11980207818.0,15088380727.0
Công ty Cổ phần Đầu tư Văn Phú - IPS,Công ty Cổ phần Đầu tư Văn Phú - IPS,Công ty Cổ phần Đầu tư Văn Phú - IPS,-,1.669.536.090,,1669536090.0
Góp vốn,Góp vốn,Góp vốn,24.393.635.000,10.940.522.286,24393635000.0,10940522286.0
Công ty TNHH BT Hà Đông,Công ty TNHH BT Hà Đông,Công ty TNHH BT Hà Đông,24.393.635.000,8.780.522.286,24393635000.0,8780522286.0
Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,-,2.160.000.000,,2160000000.0
Thu gốc vay,Thu gốc vay,Thu gốc vay,170.283.150.000,-,170283150000.0,
Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,170.283.150.000,-,170283150000.0,
Thu tiên chuyển nhượng vốn,Thu tiên chuyển nhượng vốn,Thu tiên chuyển nhượng vốn,335.000.000.000,-,335000000000.0,
Công ty Cổ phần BDSC,Công ty Cổ phần BDSC,Công ty Cổ phần BDSC,335.000.000.000,-,335000000000.0,
Thu nhập của Ban Tổng Giám đốc và Hội đồng Quản trị,Thu nhập của Ban Tổng Giám đốc và Hội đồng Quản trị,Thu nhập của Ban Tổng Giám đốc và Hội đồng Quản trị,12.069.095.920,8.159.100.467,12069095920.0,8159100467.0
