row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,23,3.239.161.150.882,282.681.896.124,,1.0,23.0,3239161150882.0,282681896124.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,23,181.896.077.413,24.416.721.837,,2.0,23.0,181896077413.0,24416721837.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,3.057.265.073.469,258.265.174.287,,10.0,,3057265073469.0,258265174287.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,24,2.224.106.078.529,(182.395.692.573),,11.0,24.0,2224106078529.0,-182395692573.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,833.158.994.940,440.660.866.860,,20.0,,833158994940.0,440660866860.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,25,60.644.308.875,253.795.443.364,,21.0,25.0,60644308875.0,253795443364.0
7.,7.,7.,Chi phí tài chính,22,26,153.781.527.414,36.538.034.145,,22.0,26.0,153781527414.0,36538034145.0
,,,- Trong đó: Chi phí lãi vay,23,,144.653.328.081,35.655.683.032,,23.0,,144653328081.0,35655683032.0
8.,8.,8.,"Phăn lãi hoặc lỗ trong công ty liên doanh, liên kết",24,14,16.157.722.149,12.594.836.315,,24.0,14.0,16157722149.0,12594836315.0
9.,9.,9.,Chi phí bán hàng,25,,29.551.844.411,9.723.333.581,,25.0,,29551844411.0,9723333581.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,27,92.867.856.064,90.006.482.110,,26.0,27.0,92867856064.0,90006482110.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,633.759.798.075,570.783.296.703,,30.0,,633759798075.0,570783296703.0
12.,12.,12.,Thu nhập khác,31,28,21.943.168.628,178.387.210,,31.0,28.0,21943168628.0,178387210.0
13.,13.,13.,Chi phí khác,32,,5.649.657.754,20.333.930.058,,32.0,,5649657754.0,20333930058.0
14.,14.,14.,Lợi nhuận/(lỗ) khác (40=31-32),40,,16.293.510.874,-20.155.542.848,,40.0,,16293510874.0,-20155542848.0
15.,15.,15.,Tổng lợi nhuận kể toán trước thuế (50=30+40),50,,650.053.308.949,550.627.753.855,,50.0,,650053308949.0,550627753855.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,29,140.112.679.122,115.295.198.649,,51.0,29.0,140112679122.0,115295198649.0
17.,17.,17.,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,52,29,(944.773.344),12.093.724,,52.0,29.0,-944773344.0,12093724.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,510.885.403.171,435.320.461.482,,60.0,,510885403171.0,435320461482.0
,,,- LNST của cổ đông của công ty mẹ,61,,506.343.401.394,421.646.125.412,,61.0,,506343401394.0,421646125412.0
,,,- LNST của cổ đông không kiểm soát,62,,4.542.001.777,13.674.336.070,,62.0,,4542001777.0,13674336070.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,30,3.164,2.385,,70.0,30.0,3164.0,2385.0
