row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
Công ty TNHH Đầu tư Hưng Phú Residence,a. Ngắn hạn > Công ty TNHH Đầu tư Hưng Phú Residence,Công ty TNHH Đầu tư Hưng Phú Residence,-,540.000.000.000,,540000000000.0
Công ty TNHH Joming (i),a. Ngắn hạn > Công ty TNHH Joming (i),Công ty TNHH Joming (i),74.000.000.000,74.000.000.000,74000000000.0,74000000000.0
Công ty Cổ phần Đầu tư BDS SIC (ii),a. Ngắn hạn > Công ty Cổ phần Đầu tư BDS SIC (ii),Công ty Cổ phần Đầu tư BDS SIC (ii),-,191.250.000.000,,191250000000.0
Phải trả về chuyển nhượng vốn (iii),a. Ngắn hạn > Phải trả về chuyển nhượng vốn (iii),Phải trả về chuyển nhượng vốn (iii),11.500.000.000,-,11500000000.0,
Bộ Y Tế (iv),a. Ngắn hạn > Bộ Y Tế (iv),Bộ Y Tế (iv),43.098.104.400,-,43098104400.0,
BQL tòa nhà Dư án The Terra Hào Nam,a. Ngắn hạn > BQL tòa nhà Dư án The Terra Hào Nam,BQL tòa nhà Dư án The Terra Hào Nam,7.415.458.511,-,7415458511.0,
Công ty TNHH An Quý Hưng,a. Ngắn hạn > Công ty TNHH An Quý Hưng,Công ty TNHH An Quý Hưng,-,163.283.150.000,,163283150000.0
Phải trả khác,a. Ngắn hạn > Phải trả khác,Phải trả khác,28.104.355.826,13.387.118.741,28104355826.0,13387118741.0
Phải trả ngắn hạn khác là các bên liên(Chi tiết tại Thuyết minh số 31),a. Ngắn hạn > Phải trả ngắn hạn khác là các bên liên(Chi tiết tại Thuyết minh số 31),Phải trả ngắn hạn khác là các bên liên(Chi tiết tại Thuyết minh số 31),21.206.684.636,21.191.084.636,21206684636.0,21191084636.0
,,,185.324.603.373,1.003.111.353.377,185324603373.0,1003111353377.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
Nhận góp vốn thực hiện Dư án đầu tư xây dựngđoạn tuyển kết nối từ đường Phạm Văn Đôngđến nút giao thông Gò Dua (v),b. Dài hạn > Nhận góp vốn thực hiện Dư án đầu tư xây dựngđoạn tuyển kết nối từ đường Phạm Văn Đôngđến nút giao thông Gò Dua (v),Nhận góp vốn thực hiện Dư án đầu tư xây dựngđoạn tuyển kết nối từ đường Phạm Văn Đôngđến nút giao thông Gò Dua (v),99.214.022.300,70.110.000.000,99214022300.0,70110000000.0
Vốn huy động thực hiện giải phóng mặt bằng Dựán đầu tư xây dựng đoạn tuyển kết nối từ đườngPhạm Văn Đông đến nút giao thông Gò Dua (vi),b. Dài hạn > Vốn huy động thực hiện giải phóng mặt bằng Dựán đầu tư xây dựng đoạn tuyển kết nối từ đườngPhạm Văn Đông đến nút giao thông Gò Dua (vi),Vốn huy động thực hiện giải phóng mặt bằng Dựán đầu tư xây dựng đoạn tuyển kết nối từ đườngPhạm Văn Đông đến nút giao thông Gò Dua (vi),43.701.476.778,11.070.000.000,43701476778.0,11070000000.0
Nhận góp vốn dự án BOT Hà Nội - Bắc Giang,b. Dài hạn > Nhận góp vốn dự án BOT Hà Nội - Bắc Giang,Nhận góp vốn dự án BOT Hà Nội - Bắc Giang,10.000.000.000,10.000.000.000,10000000000.0,10000000000.0
Phải trả khác,b. Dài hạn > Phải trả khác,Phải trả khác,4.800.004.579,-,4800004579.0,
Phải trả dài hạn khác là các bên liên quan(Chi tiết tại Thuyết minh số 31),b. Dài hạn > Phải trả dài hạn khác là các bên liên quan(Chi tiết tại Thuyết minh số 31),Phải trả dài hạn khác là các bên liên quan(Chi tiết tại Thuyết minh số 31),53.020.570.427,43.071.048.445,53020570427.0,43071048445.0
,,,210.736.074.084,134.251.048.445,210736074084.0,134251048445.0
