row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
"Nhà cửa, vất kiến trúc","Nhà cửa, vất kiến trúc","Nhà cửa, vất kiến trúc",05 - 46,
"Máy móc, thiết bị","Máy móc, thiết bị","Máy móc, thiết bị",05 - 12,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,06 - 10,
"Thiết bị, dụng cụ quản lý","Thiết bị, dụng cụ quản lý","Thiết bị, dụng cụ quản lý",03 - 10,
Tài sản khác,"Thiết bị, dụng cụ quản lý > Tài sản khác",Tài sản khác,06,6.0
