row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Các khoản phải thu khách hàng ngắn hạn,Các khoản phải thu khách hàng ngắn hạn,Các khoản phải thu khách hàng ngắn hạn,2.236.892.000,347.837.107.287,2236892000.0,347837107287.0
Công ty Cổ phần Đầu tư Văn Phú - Land,Công ty Cổ phần Đầu tư Văn Phú - Land,Công ty Cổ phần Đầu tư Văn Phú - Land,2.236.892.000,12.837.107.287,2236892000.0,12837107287.0
Công ty Cổ phần BDSC,Công ty Cổ phần BDSC,Công ty Cổ phần BDSC,-,335.000.000.000,,335000000000.0
Các khoản trả trước cho người bán ngắn hạn,Các khoản trả trước cho người bán ngắn hạn,Các khoản trả trước cho người bán ngắn hạn,587.525.000,84.186.000,587525000.0,84186000.0
Công ty Cổ phần Tư vấn Đầu tư và Phát triển kiến trúc I.D.E.A,Công ty Cổ phần Tư vấn Đầu tư và Phát triển kiến trúc I.D.E.A,Công ty Cổ phần Tư vấn Đầu tư và Phát triển kiến trúc I.D.E.A,587.525.000,84.186.000,587525000.0,84186000.0
Các khoản phải thu về cho vay,Các khoản phải thu về cho vay,Các khoản phải thu về cho vay,-,170.283.150.000,,170283150000.0
Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,-,170.283.150.000,,170283150000.0
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,-,223.777.393,,223777393.0
Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,-,48.777.393,,48777393.0
Công ty Cổ phần Đầu tư và Phát triển Thương mai Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thương mai Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thương mai Văn Phú,-,175.000.000,,175000000.0
Các khoản phải thu dài hạn khác,Các khoản phải thu dài hạn khác,Các khoản phải thu dài hạn khác,-,6.000.000.000,,6000000000.0
Công ty TNHH Nông dược Trường Minh,Công ty TNHH Nông dược Trường Minh,Công ty TNHH Nông dược Trường Minh,-,6.000.000.000,,6000000000.0
Các khoản phải trả người bán,Các khoản phải trả người bán,Các khoản phải trả người bán,5.780.244.002,16.145.616.681,5780244002.0,16145616681.0
Công ty Cổ phần Tư vấn Đầu tư và Phát triển kiến trúc I.D.E.A,Công ty Cổ phần Tư vấn Đầu tư và Phát triển kiến trúc I.D.E.A,Công ty Cổ phần Tư vấn Đầu tư và Phát triển kiến trúc I.D.E.A,-,7.332.039.200,,7332039200.0
Công ty Cổ phần Nông dược Trường Minh,Công ty Cổ phần Nông dược Trường Minh,Công ty Cổ phần Nông dược Trường Minh,-,3.775.630.479,,3775630479.0
Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,5.780.244.002,5.037.947.002,5780244002.0,5037947002.0
Các khoản phải trả ngắn hạn khác,Các khoản phải trả ngắn hạn khác,Các khoản phải trả ngắn hạn khác,21.206.684.636,21.191.084.636,21206684636.0,21191084636.0
Công ty Cổ phần Đầu tư Văn Phú - Land,Công ty Cổ phần Đầu tư Văn Phú - Land,Công ty Cổ phần Đầu tư Văn Phú - Land,19.538.000.000,19.538.000.000,19538000000.0,19538000000.0
Công ty Cổ phần Đầu tư và Phát triển Thương mai Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thương mai Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thương mai Văn Phú,1.461.684.636,1.461.684.636,1461684636.0,1461684636.0
Thù lao phải trả Hội đồng Quản trị và Ban Kiểm soát,Thù lao phải trả Hội đồng Quản trị và Ban Kiểm soát,Thù lao phải trả Hội đồng Quản trị và Ban Kiểm soát,207.000.000,191.400.000,207000000.0,191400000.0
Các khoản phải trả dài hạn khác,Các khoản phải trả dài hạn khác,Các khoản phải trả dài hạn khác,53.020.570.427,43.071.048.445,53020570427.0,43071048445.0
Công ty Cổ phần Tập đoàn Phú Mỹ,Công ty Cổ phần Tập đoàn Phú Mỹ,Công ty Cổ phần Tập đoàn Phú Mỹ,1.297.290.000,1.297.290.000,1297290000.0,1297290000.0
Công ty Cổ phần In và Văn hóa phẩm,Công ty Cổ phần In và Văn hóa phẩm,Công ty Cổ phần In và Văn hóa phẩm,51.723.280.427,41.773.758.445,51723280427.0,41773758445.0
