row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,6.158.879.451.810,4.015.211.353.642,,100.0,,6158879451810.0,4015211353642.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,650.500.398.617,95.356.703.552,,110.0,4.0,650500398617.0,95356703552.0
1.,1.,1.,Tiền,111,,93.546.949.205,82.056.703.552,,111.0,,93546949205.0,82056703552.0
2.,2.,2.,Các khoản tương đương tiền,112,,556.953.449.412,13.300.000.000,,112.0,,556953449412.0,13300000000.0
II.,II.,II.,Đâu tư tài chính ngắn hạn,120,,15.334.932.573,22.200.000.000,,120.0,,15334932573.0,22200000000.0
1.,1.,1.,Đâu tư nằm giữ đến ngày đáo hạn,123,,15.334.932.573,22.200.000.000,,123.0,,15334932573.0,22200000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,3.391.545.219.583,1.627.394.106.681,,130.0,,3391545219583.0,1627394106681.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5,2.227.450.490.812,688.457.700.606,,131.0,5.0,2227450490812.0,688457700606.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,6,109.988.516.085,157.067.654.590,,132.0,6.0,109988516085.0,157067654590.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,7,587.500.000.000,357.283.150.000,,135.0,7.0,587500000000.0,357283150000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,8,522.408.316.943,435.193.105.742,,136.0,8.0,522408316943.0,435193105742.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(55.802.104.257),(10.607.504.257),,137.0,9.0,-55802104257.0,-10607504257.0
IV.,IV.,IV.,Hàng tồn kho,140,10,2.077.233.262.413,2.135.542.843.755,,140.0,10.0,2077233262413.0,2135542843755.0
1.,1.,1.,Hàng tồn kho,141,,2.077.233.262.413,2.135.542.843.755,,141.0,,2077233262413.0,2135542843755.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,24.265.638.624,134.717.699.654,,150.0,,24265638624.0,134717699654.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,4.195.154.376,136.662.949,,151.0,11.0,4195154376.0,136662949.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,18.200.346.127,132.903.246.325,,152.0,,18200346127.0,132903246325.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,17,1.870.138.121,1.677.790.380,,153.0,17.0,1870138121.0,1677790380.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,2.813.465.653.835,2.707.152.526.949,,200.0,,2813465653835.0,2707152526949.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,1.133.671.788.850,1.360.513.509.770,,210.0,,1133671788850.0,1360513509770.0
1.,1.,1.,Phải thu dài hạn khác,216,8,1.133.671.788.850,1.360.513.509.770,,216.0,8.0,1133671788850.0,1360513509770.0
II.,II.,II.,Tài sản cố định,220,,616.432.324.941,9.309.674.601,,220.0,,616432324941.0,9309674601.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,611.016.581.001,9.309.674.601,,221.0,12.0,611016581001.0,9309674601.0
,,,- Nguyên giá,222,,623.597.122.676,16.660.728.489,,222.0,,623597122676.0,16660728489.0
,,,- Giá trị hao mòn lũy kẽ,223,,(12.580.541.675),(7.351.053.888),,223.0,,-12580541675.0,-7351053888.0
2.,2.,2.,Tài sản cố định vô hình,227,,5.415.743.940,-,,227.0,,5415743940.0,
,,,- Nguyên giá,228,,5.505.499.491,-,,228.0,,5505499491.0,
,,,- Giá trị hao mòn lũy kẽ,229,,(89.755.551),-,,229.0,,-89755551.0,
III.,III.,III.,Tài sản dở dang dài hạn,240,,245.855.941.000,712.724.182.909,,240.0,,245855941000.0,712724182909.0
1.,1.,1.,"Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,64.437.368.179,-,,241.0,,64437368179.0,
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,13,181.418.572.821,712.724.182.909,,242.0,13.0,181418572821.0,712724182909.0
IV.,IV.,IV.,Đâu tư tài chính dài hạn,250,14,558.571.736.513,607.520.379.364,,250.0,14.0,558571736513.0,607520379364.0
1.,1.,1.,"Đâu tư vào công ty liên doanh, liên kết",252,,558.571.736.513,518.020.379.364,,252.0,,558571736513.0,518020379364.0
2.,2.,2.,Đâu tư góp vốn vào đơn vị khác,253,,-,89.500.000.000,,253.0,,,89500000000.0
V.,V.,V.,Tài sản dài hạn khác,260,,258.933.862.531,17.084.780.305,,260.0,,258933862531.0,17084780305.0
1.,1.,1.,Chi phí trả trước dài hạn,261,11,255.667.209.789,10.530.654.624,,261.0,11.0,255667209789.0,10530654624.0
2.,2.,2.,Tài sản thuê thu nhập hoãn lại,262,,932.679.620,-,,262.0,,932679620.0,
3.,3.,3.,Lợi thể thương mại,269,,2.333.973.122,6.554.125.681,,269.0,,2333973122.0,6554125681.0
,,,TỔNG CÔNG TÀI SẢN (270=100+200),270,,8.972.345.105.645,6.722.363.880.591,,270.0,,8972345105645.0,6722363880591.0
