row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phầnToàn Hải Vân,Công ty Cổ phầnToàn Hải Vân,Công ty Cổ phầnToàn Hải Vân,Công ty có cùngQuản lý chủ chốt,Góp vốn HTKDThu hồi góp vốnHTKD Lợi nhuận HTKDGốc cho vayThu hồi gốc cho vayMua hàng hóaLãi cho vayĐặt cọcCung cấp dịch vụ,390.000.000.00024.500.000.000132.253.133.84832.000.000.00062.561.365.75479.863.511.2917.792.770.4791.000.000.000255.054.335,66.300.000.000-69.431.523.286-47.000.000.000-7.083.887.664-3.122.000,,,3.90000000000245e+96,
Công ty Kim Thành,Công ty Kim Thành,Công ty Kim Thành,Công ty liên kết đến ngày11 tháng 8 năm 2022,Hoàn trả gốc đi vayLãi đi vay,7.300.000.00081.000.000,-328.500.000,,,7.30000000081e+17,-328500000.0
Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Chủ tịch HĐQT,Gốc đi vayLãi đi vayTrả trước,16.666.500.000623.281.4391.911.437.500,--,,,1.666650000062328e+29,
Bà Nguyễn Thủy Vân,Bà Nguyễn Thủy Vân,Bà Nguyễn Thủy Vân,Chủ tịch HĐQT đến ngày 25 tháng 4 năm 2022,Bán hàng hóa,-,2.290.035.379,,,,2290035379.0
