row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,6.000.405.698.832,6.722.441.165.232,,,6000405698832.0,6722441165232.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,121.781.677.897,40.948.032.398,,4.0,121781677897.0,40948032398.0
111,111,111,1. Tiền,,25.179.013.993,26.318.505.243,,,25179013993.0,26318505243.0
112,112,112,2. Các khoản tương đương tiền,,96.602.663.904,14.629.527.155,,,96602663904.0,14629527155.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,62.672.729.432,90.949.087.204,,,62672729432.0,90949087204.0
121,121,121,1. Chứng khoán kinh doanh,5.1,76.551.438.274,-,,51.0,76551438274.0,
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,5.1,(24.481.408.842),-,,51.0,-24481408842.0,
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,5.2,10.602.700.000,90.949.087.204,,52.0,10602700000.0,90949087204.0
130,130,130,III. Các khoản phải thu ngắn hạn,,2.980.933.129.171,3.768.025.429.793,,,2980933129171.0,3768025429793.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,216.073.177.843,241.137.045.987,,6.0,216073177843.0,241137045987.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,386.532.752.341,652.232.599.725,,7.0,386532752341.0,652232599725.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,1.446.924.328.691,2.030.683.588.834,,8.0,1446924328691.0,2030683588834.0
136,136,136,4. Phải thu ngắn hạn khác,9,933.556.039.222,846.125.364.173,,9.0,933556039222.0,846125364173.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"6, 9",(2.153.168.926),(2.153.168.926),,,-2153168926.0,-2153168926.0
140,140,140,IV. Hàng tồn kho,10,2.776.108.098.042,2.795.520.723.543,,10.0,2776108098042.0,2795520723543.0
141,141,141,1. Hàng tồn kho,,2.777.113.023.599,2.796.989.971.100,,,2777113023599.0,2796989971100.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(1.004.925.557),(1.469.247.557),,,-1004925557.0,-1469247557.0
150,150,150,V. Tài sản ngắn hạn khác,,58.910.064.290,26.997.892.294,,,58910064290.0,26997892294.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,7.093.381.660,10.909.706.828,,11.0,7093381660.0,10909706828.0
152,152,152,2. Thuế GTGT được khấu trừ,21,51.815.989.439,15.300.761.760,,21.0,51815989439.0,15300761760.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,21,693.191,787.423.706,,21.0,693191.0,787423706.0
