row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,78.920.781.698,242.036.965.836,78920781698.0,242036965836.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,15.784.156.340,48.407.393.167,15784156340.0,48407393167.0
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,
Chi phí không được trừ,Các khoản điều chỉnh giảm: > Chi phí không được trừ,Chi phí không được trừ,2.064.602.608,6.302.113.674,2064602608.0,6302113674.0
Chi phí lãi vay không được trừ,Các khoản điều chỉnh giảm: > Chi phí lãi vay không được trừ,Chi phí lãi vay không được trừ,5.912.659.339,-,5912659339.0,
Hao mòn lợi thể thương mại,Các khoản điều chỉnh giảm: > Hao mòn lợi thể thương mại,Hao mòn lợi thể thương mại,2.696.824.648,2.696.824.648,2696824648.0,2696824648.0
Các điều chỉnh hợp nhất,Các khoản điều chỉnh giảm: > Các điều chỉnh hợp nhất,Các điều chỉnh hợp nhất,1.352.361.644,(4.389.153.322),1352361644.0,-4389153322.0
Phần lãi trong các công ty liên kết,Các khoản điều chỉnh giảm: > Phần lãi trong các công ty liên kết,Phần lãi trong các công ty liên kết,(2.848.917.769),(3.147.427.065),-2848917769.0,-3147427065.0
Thu nhập tử cổ tức,Các khoản điều chỉnh giảm: > Thu nhập tử cổ tức,Thu nhập tử cổ tức,(1.952.746.800),-,-1952746800.0,
Lỗ thuế hoãn lại chưa ghi nhận,Các khoản điều chỉnh giảm: > Lỗ thuế hoãn lại chưa ghi nhận,Lỗ thuế hoãn lại chưa ghi nhận,(170.988.715),-,-170988715.0,
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh giảm: > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,-,355.184.479,,355184479.0
Lỗ chuyển sang năm sau,Các khoản điều chỉnh giảm: > Lỗ chuyển sang năm sau,Lỗ chuyển sang năm sau,-,(4.761.308.261),,-4761308261.0
Giải thể công ty con,Các khoản điều chỉnh giảm: > Giải thể công ty con,Giải thể công ty con,-,2.829.449.277,,2829449277.0
Các khoản giảm thuế,Các khoản điều chỉnh giảm: > Các khoản giảm thuế,Các khoản giảm thuế,-,(461.854.298),,-461854298.0
Chi phí thuế TNDN,Các khoản điều chỉnh giảm: > Chi phí thuế TNDN,Chi phí thuế TNDN,22.837.951.295,47.831.222.299,22837951295.0,47831222299.0
