row_label_raw,row_label_full,Công ty Cổ phầnToàn Hải Vân,Công ty có cùngQuản lýchữ chốt,Mua hàng hóa và dịch vụ,20.799.000.000,1.000.000.000,numeric__Công ty có cùngQuản lýchữ chốt,numeric__Mua hàng hóa và dịch vụ,numeric__20.799.000.000,numeric__1.000.000.000
Công ty Cổ phầnMay Tiến Phát,Công ty Cổ phầnMay Tiến Phát,Công ty Cổ phầnMay Tiến Phát,Công ty liên kết,Mua hàng hóa và dịch vụ,2.974.941.281,-,,,2974941281.0,
Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Chữ tịch HĐQT,Mua hàng hóa và dịch vụ,1.911.437.500,-,,,1911437500.0,
,,,,,25.685.378.781,1.000.000.000,,,25685378781.0,1000000000.0
