row_label_raw,row_label_full,col_0,Số cuối năm,VND Sô đầu năm,numeric__Số cuối năm,numeric__VND Sô đầu năm
Phải trả bên khác,Phải trả bên khác,Phải trả bên khác,506.724.334.101,1.355.558.480.195,506724334101.0,1355558480195.0
- Công ty TNHH Lotte Land,- Công ty TNHH Lotte Land,- Công ty TNHH Lotte Land,-,358.512.000.000,,358512000000.0
- Công ty Cổ phần Thương mại Xây dựng Dịch vụ Phúc Bảo Minh,- Công ty Cổ phần Thương mại Xây dựng Dịch vụ Phúc Bảo Minh,- Công ty Cổ phần Thương mại Xây dựng Dịch vụ Phúc Bảo Minh,43.773.798.186,118.157.699.657,43773798186.0,118157699657.0
- Khác (i),- Khác (i),- Khác (i),462.950.535.915,878.888.780.538,462950535915.0,878888780538.0
Phải trả bên liên quan (Thuyết minh số 34),Phải trả bên liên quan (Thuyết minh số 34),Phải trả bên liên quan (Thuyết minh số 34),22.990.970.956,-,22990970956.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,529.715.305.057,1.355.558.480.195,529715305057.0,1355558480195.0
