row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,28.1,898.962.649.120,1.692.449.709.553,,281.0,898962649120.0,1692449709553.0
02,02,02,2. Các khoản giảm trừ doanh thu,28.1,(5.707.478.170),(9.265.591.533),,281.0,-5707478170.0,-9265591533.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,28.1,893.255.170.950,1.683.184.118.020,,281.0,893255170950.0,1683184118020.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,29,(650.224.201.125),(1.370.754.412.138),,29.0,-650224201125.0,-1370754412138.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,243.030.969.825,312.429.705.882,,,243030969825.0,312429705882.0
21,21,21,6. Doanh thu hoạt động tài chính,28.2,405.555.024.700,515.806.002.857,,282.0,405555024700.0,515806002857.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,30,(398.540.955.801) (310.571.740.870),(407.659.106.702) (396.209.819.043),,30.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,30,(398.540.955.801) (310.571.740.870),(407.659.106.702) (396.209.819.043),,30.0,,
24,24,24,8. Phần lãi trong công ty liên kết,17.1,14.244.588.846,15.737.135.324,,171.0,14244588846.0,15737135324.0
25,25,25,9. Chi phí bán hàng,31,(78.899.943.297),(114.334.980.080),,31.0,-78899943297.0,-114334980080.0
26,26,26,10. Chi phí quản lý doanh nghiệp,31,(105.723.725.146),(89.318.529.160),,31.0,-105723725146.0,-89318529160.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,79.665.959.127,232.660.228.121,,,79665959127.0,232660228121.0
31,31,31,12. Thu nhập khác,32,3.630.147.370,33.025.796.166,,32.0,3630147370.0,33025796166.0
32,32,32,13. Chi phí khác,32,(4.375.324.799),(23.649.058.451),,32.0,-4375324799.0,-23649058451.0
40,40,40,14. (Lỗ) lợi nhuận khác,32,(745.177.429),9.376.737.715,,32.0,-745177429.0,9376737715.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế TNDN,,78.920.781.698,242.036.965.836,,,78920781698.0,242036965836.0
51,51,51,16. Thu nhập thuế TNDN hiện hành,33.1,(29.435.581.539),(49.401.666.414),,331.0,-29435581539.0,-49401666414.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,33.3,6.597.630.244,1.570.444.115,,333.0,6597630244.0,1570444115.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,56.082.830.403,194.205.743.537,,,56082830403.0,194205743537.0
