row_label_raw,row_label_full,Số đầu năm > Lợi nhuận thuần trong năm,Năm nay > 199.947.783.731 > 5.917.568.067,VNDNăm trước > 228.165.894.816 > 7.065.408.586,numeric__Năm nay > 199.947.783.731 > 5.917.568.067,numeric__VNDNăm trước > 228.165.894.816 > 7.065.408.586
Chia cổ tức,Chia cổ tức,Chia cổ tức,(542.201.898),(317.125.500),-542201898.0,-317125500.0
Thay đổi tỷ lệ sở hữu công ty con,Thay đổi tỷ lệ sở hữu công ty con,Thay đổi tỷ lệ sở hữu công ty con,14.592.597,(34.966.394.171),14592597.0,-34966394171.0
Số cuối năm,Số cuối năm,Số cuối năm,205.337.742.497,199.947.783.731,205337742497.0,199947783731.0
