row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Tổng Giám đốc,Mượn tiền Hoàn tiền mượn Tạm ứng và hoàn tạm ứng,314.880.604.381 444.325.391.663 140.463.500.929,460.077.012.570 445.586.557.417 305.586.711.215,,,,
Công ty Cổ phần Tư vấn Quản lý BDSC,Ông Nguyễn Văn Đạt > Công ty Cổ phần Tư vấn Quản lý BDSC,Công ty Cổ phần Tư vấn Quản lý BDSC,Bên liên quan của thành viên HĐQT,Dịch vụ tư vấn,1.581.250.000,1.222.250.000,,,1581250000.0,1222250000.0
Trường Phát Lộc,Trường Phát Lộc,Trường Phát Lộc,Bên liên quan của thành viên HĐQT,Lãi được chia từ HĐHTĐT Thu lãi từ HĐHTĐT Cung cấp dịch vụ Cho thuê văn phòng Giám tiền thuê văn phòng Hàng bán trả lại,125.000.000.000 45.000.000.000 267.781.817 108.000.000 -,- 286.172.728 1.156.000.000 1.120.000.000 13.687.396.843,,,,
