row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23,2.268.911.021.752,1.542.032.394.877,,23.0,2268911021752.0,1542032394877.0
02,02,02,2. Các khoản giảm trừ doanh thu,23,(121.037.201.884),(215.406.237.704),,23.0,-121037201884.0,-215406237704.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,23,2.147.873.819.868,1.326.626.157.173,,23.0,2147873819868.0,1326626157173.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,24,(1.466.558.349.018),(807.580.163.076),,24.0,-1466558349018.0,-807580163076.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,681.315.470.850,519.045.994.097,,,681315470850.0,519045994097.0
21,21,21,6. Doanh thu hoạt động tài chính,,2.288.897.458,3.695.324.038,,,2288897458.0,3695324038.0
22,22,22,7. Chi phí tài chính,,-,(878.810.109),,,,-878810109.0
23,23,23,- Trong đó: Chi phí lãi vay,,-,(638.810.109),,,,-638810109.0
25,25,25,8. Chi phí bán hàng,25,(41.308.040.594),(101.154.109.064),,25.0,-41308040594.0,-101154109064.0
26,26,26,9. Chi phí quản lý doanh nghiệp,25,(79.976.241.712),(57.964.039.047),,25.0,-79976241712.0,-57964039047.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,562.320.086.002,362.744.359.915,,,562320086002.0,362744359915.0
31,31,31,11. Thu nhập khác,26,198.454.186.937,194.074.109.752,,26.0,198454186937.0,194074109752.0
32,32,32,12. Chi phí khác,26,(3.680.806.041),(5.686.153.216),,26.0,-3680806041.0,-5686153216.0
40,40,40,13. Lợi nhuận khác,26,194.773.380.896,188.387.956.536,,26.0,194773380896.0,188387956536.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,757.093.466.898,551.132.316.451,,,757093466898.0,551132316451.0
51,51,51,15. Chi phí thuế TNDN hiện hành,27.1,(114.724.540.728),(110.270.491.673),,271.0,-114724540728.0,-110270491673.0
52,52,52,16. Chi phí thuế TNDN hoãn lại,27.3,(69.241.277),(717.074.747),,273.0,-69241277.0,-717074747.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,642.299.684.893,440.144.750.031,,,642299684893.0,440144750031.0
