row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chỉ phí bán hàng,Chỉ phí bán hàng,Chỉ phí bán hàng,41.308.040.594,101.154.109.064,41308040594.0,101154109064.0
Chỉ phí quảng cáo,Chỉ phí quảng cáo,Chỉ phí quảng cáo,18.265.951.374,3.406.575.637,18265951374.0,3406575637.0
Chỉ phí môi giới,Chỉ phí môi giới,Chỉ phí môi giới,17.557.807.277,79.671.870.745,17557807277.0,79671870745.0
Chỉ phí lương nhân viên,Chỉ phí lương nhân viên,Chỉ phí lương nhân viên,3.866.585.129,2.752.214.966,3866585129.0,2752214966.0
Chỉ phí hội nghị khách hàng,Chỉ phí hội nghị khách hàng,Chỉ phí hội nghị khách hàng,195.058.480,5.045.812.260,195058480.0,5045812260.0
Chỉ phí hỗ trợ lãi vay,Chỉ phí hỗ trợ lãi vay,Chỉ phí hỗ trợ lãi vay,-,8.601.168.387,,8601168387.0
Khác,Khác,Khác,1.422.638.334,1.676.467.069,1422638334.0,1676467069.0
Chỉ phí quản lý doanh nghiệp,Chỉ phí quản lý doanh nghiệp,Chỉ phí quản lý doanh nghiệp,79.976.241.712,57.964.039.047,79976241712.0,57964039047.0
Chỉ phí lương nhân viên,Chỉ phí lương nhân viên,Chỉ phí lương nhân viên,55.070.243.192,37.924.494.201,55070243192.0,37924494201.0
Chỉ phí dịch vụ mua ngoài,Chỉ phí dịch vụ mua ngoài,Chỉ phí dịch vụ mua ngoài,15.386.009.825,10.511.801.857,15386009825.0,10511801857.0
Chỉ phí khấu hao và hao mòn,Chỉ phí khấu hao và hao mòn,Chỉ phí khấu hao và hao mòn,1.534.758.866,2.392.731.239,1534758866.0,2392731239.0
Khác,Khác,Khác,7.985.229.829,7.135.011.750,7985229829.0,7135011750.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,121.284.282.306,159.118.148.111,121284282306.0,159118148111.0
