row_label_raw,row_label_full,Ông Nguyễn Văn Đạt,Chủ tịch,numeric__Chủ tịch
Ông Nguyễn Tấn Danh,Ông Nguyễn Tấn Danh,Ông Nguyễn Tấn Danh,Phó Chủ tịch,
Bà Trần Thị Hương,Bà Trần Thị Hương,Bà Trần Thị Hương,Phó Chủ tịch,
Ông Đoàn Việt Đại Tử,Ông Đoàn Việt Đại Tử,Ông Đoàn Việt Đại Tử,Thành viên,
Ông Lê Quang Phúc,Ông Lê Quang Phúc,Ông Lê Quang Phúc,Thành viên,
Ông Khương Văn Mười,Ông Khương Văn Mười,Ông Khương Văn Mười,Thành viên,
Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Thành viên,
