row_label_raw,row_label_full,col_0,Số cuối năm > % sở hữu,Số cuối năm > Số tiền VND,Số đầu năm > % sở hữu,Số đầu năm > Số tiền VND,numeric__Số cuối năm > % sở hữu,numeric__Số cuối năm > Số tiền VND,numeric__Số đầu năm > % sở hữu,numeric__Số đầu năm > Số tiền VND
"Công ty TNHH Đầu tư Xây dựng Công trình PDP (""Công trình PDP"") (*)","Công ty TNHH Đầu tư Xây dựng Công trình PDP (""Công trình PDP"") (*)","Công ty TNHH Đầu tư Xây dựng Công trình PDP (""Công trình PDP"") (*)","49,00",-,-,-,49.0,,,
"Công ty TNHH Bất động sản Điền Gia Khang (""Điền Gia Khang"") (**)","Công ty TNHH Bất động sản Điền Gia Khang (""Điền Gia Khang"") (**)","Công ty TNHH Bất động sản Điền Gia Khang (""Điền Gia Khang"") (**)",-,-,"49,00",176.000.000.000,,,49.0,176000000000.0
"Công ty TNHH Bất động sản Điền Gia Khánh (""Điền Gia Khánh"") (**)","Công ty TNHH Bất động sản Điền Gia Khánh (""Điền Gia Khánh"") (**)","Công ty TNHH Bất động sản Điền Gia Khánh (""Điền Gia Khánh"") (**)",-,-,"49,00",75.000.000.000,,,49.0,75000000000.0
"Công ty Cổ phần Phát triển Bất động sản Phát Đạt Ánh Dương (""Phát Đạt Ánh Dương"") (**)","Công ty Cổ phần Phát triển Bất động sản Phát Đạt Ánh Dương (""Phát Đạt Ánh Dương"") (**)","Công ty Cổ phần Phát triển Bất động sản Phát Đạt Ánh Dương (""Phát Đạt Ánh Dương"") (**)",-,-,"48,00",45.000.000.000,,,48.0,45000000000.0
Phú Hưng (Thuyết minh số 14.1),Phú Hưng (Thuyết minh số 14.1),Phú Hưng (Thuyết minh số 14.1),-,-,"49,90",-,,,49.9,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,-,,296.000.000.000,,,,296000000000.0
