row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,25.1,840.934.043.389,2.107.887.451.358,,251.0,840934043389.0,2107887451358.0
02,02,02,2. Các khoản giảm trừ doanh thu,25.1,(16.224.655.151),(105.633.570.915),,251.0,-16224655151.0,-105633570915.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,25.1,824.709.388.238,2.002.253.880.443,,251.0,824709388238.0,2002253880443.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,26,(469.078.914.898),(1.768.901.955.840),,26.0,-469078914898.0,-1768901955840.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,355.630.473.340,233.351.924.603,,,355630473340.0,233351924603.0
21,21,21,6. Doanh thu hoạt động tài chính,25.2,230.093.071.114,342.292.735.509,,252.0,230093071114.0,342292735509.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,27,(153.620.875.998) (134.968.073.199),(221.636.573.519) (167.092.348.141),,27.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,27,(153.620.875.998) (134.968.073.199),(221.636.573.519) (167.092.348.141),,27.0,,
25,25,25,8. Chi phí bán hàng,28,(35.586.218.565),(106.749.117.984),,28.0,-35586218565.0,-106749117984.0
26,26,26,9. Chi phí quản lý doanh nghiệp,28,(127.109.345.609),(137.287.665.644),,28.0,-127109345609.0,-137287665644.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,269.407.104.282,109.971.302.965,,,269407104282.0,109971302965.0
31,31,31,11. Thu nhập khác,29,12.534.519.637,7.876.526.038,,29.0,12534519637.0,7876526038.0
32,32,32,12. Chi phí khác,29,(12.099.286.535),(10.816.789.315),,29.0,-12099286535.0,-10816789315.0
40,40,40,13. Lợi nhuận (lỗ) khác,29,435.233.102,(2.940.263.277),,29.0,435233102.0,-2940263277.0
50,50,50,14. Tổng lợi nhuận kế toàn trước thuế TNDN,,269.842.337.384,107.031.039.688,,,269842337384.0,107031039688.0
51,51,51,15. Chi phí thuế TNDN hiện hành,30.1,(61.862.101.518),(24.213.485.503),,301.0,-61862101518.0,-24213485503.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,207.980.235.866,82.817.554.185,,,207980235866.0,82817554185.0
