row_label_raw,row_label_full,Tên công ty,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
Tên công ty,Tên công ty,Tên công ty,Tỷ lệ sở hữu (%),Giá gốc đầu tư (VND),Dự phòng (VND),Tỷ lệ sở hữu (%),Giá gốc đầu tư (VND),Dự phòng (VND),,,,,,
Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Tên công ty > Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Công ty Cổ phần Khu Công nghiệp Thành Thành Công,"19,05",238.186.700.000,-,-,-,-,19.05,238186700000.0,,,,
Công ty Cổ phần May Tiến Phát,Tên công ty > Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,"4,00",18.230.998.907,-,"4,00",18.230.998.907,-,4.0,18230998907.0,,4.0,18230998907.0,
Công ty Cổ phần Đầu tư Tín Việt (i),Tên công ty > Công ty Cổ phần Đầu tư Tín Việt (i),Công ty Cổ phần Đầu tư Tín Việt (i),-,-,-,"9,00",39.875.000.000,-,,,,9.0,39875000000.0,
TOTAL,Tên công ty > TOTAL,TOTAL,,256.417.698.907,-,,58.105.998.907,-,,256417698907.0,,,58105998907.0,
