row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giám trong năm,VND Số suối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giám trong năm,numeric__VND Số suối năm
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,16.829.764.720,61.862.101.518,(12.421.778.370),66.270.087.868,16829764720.0,61862101518.0,-12421778370.0,66270087868.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,103.739.132.793,(99.947.560.456),3.791.572.337,,103739132793.0,-99947560456.0,3791572337.0
Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,2.720.252.667,14.594.361.129,(15.183.680.803),2.130.932.993,2720252667.0,14594361129.0,-15183680803.0,2130932993.0
Khác,Khác,Khác,-,58.025.282,(58.025.282),-,,58025282.0,-58025282.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,19.550.017.387,180.253.620.722,(127.611.044.911),72.192.593.198,19550017387.0,180253620722.0,-127611044911.0,72192593198.0
