row_label_raw,row_label_full,Đầu tư vào các công ty con (Thuyết minh số 15.1) > Đầu tư vào công ty liên kết (Thuyết minh số 15.2) > Đầu tư góp vốn vào các đơn vị khác(Thuyết minh số 15.3),Số cuối năm > 2.354.337.559.411 > 12.800.000.000 > 256.417.698.907,VND Số đầu năm > 2.342.307.559.411 > 535.503.444.137 > 58.105.998.907,numeric__Số cuối năm > 2.354.337.559.411 > 12.800.000.000 > 256.417.698.907,numeric__VND Số đầu năm > 2.342.307.559.411 > 535.503.444.137 > 58.105.998.907
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.623.555.258.318,2.935.917.002.455,2623555258318.0,2935917002455.0
Dư phòng đầu tư tài chính dài hạn,Dư phòng đầu tư tài chính dài hạn,Dư phòng đầu tư tài chính dài hạn,(115.024.222.264),(125.622.143.869),-115024222264.0,-125622143869.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,2.508.531.036.054,2.810.294.858.586,2508531036054.0,2810294858586.0
