row_label_raw,row_label_full,col_0,Số suǒi nám,VND Số dàu nám,numeric__Số suǒi nám,numeric__VND Số dàu nám
Các bên khác (*),Các bên khác (*),Các bên khác (*),865.928.494.185,1.447.532.197.188,865928494185.0,1447532197188.0
Các bên liên quan (Thuyết minh số 31),Các bên liên quan (Thuyết minh số 31),Các bên liên quan (Thuyết minh số 31),89.166.034.997,97.205.149.368,89166034997.0,97205149368.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,959.140.584.912,1.544.737.346.556,959140584912.0,1544737346556.0
