row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,"Bản hàng hóa, dịch vụ",16.810.582.387,-,,,16810582387.0,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,"Mua hàng hóa, dịch vụ",13.689.386.900,8.525.164.491,,,13689386900.0,8525164491.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Thanh lý tài sản cố định,40.003.330,-,,,40003330.0,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Cho vay,-,534.300.000.000,,,,534300000000.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Thu nhập lãi cho vay,-,1.138.969.864,,,,1138969864.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Nhân góp vốn,-,489.147.870.000,,,,489147870000.0
Trần Lam Thông,Trần Lam Thông,Trần Lam Thông,Cổ đông,Tam ứng Vay,12.216.300.000,67.032.738.500,,,12216300000.0,67032738500.0
Trần Lam Thông,Trần Lam Thông,Trần Lam Thông,Cổ đông,Chi phí lãi vay,21.132.553.558,5.303.298.097,,,21132553558.0,5303298097.0
Trần Lam Thông,Trần Lam Thông,Trần Lam Thông,Cổ đông,Thu nhập lãi cho vay,748.438.499,112.054.348,,,748438499.0,112054348.0
Trần Lam Thông,Trần Lam Thông,Trần Lam Thông,Cổ đông,Cho vay,76.125.663,88.229.164,,,76125663.0,88229164.0
Trần Lam Thông,Trần Lam Thông,Trần Lam Thông,Cổ đông,Cho vay,-,1.000.000.000,,,,1000000000.0
Công ty Cổ phần Xuất Nhập khẩu Bến Tre,Công ty Cổ phần Xuất Nhập khẩu Bến Tre,Công ty Cổ phần Xuất Nhập khẩu Bến Tre,Bên liên quan,Bản hàng hóa,470.908.099,12.068.603.602,,,470908099.0,12068603602.0
Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Bên liên quan,Bản dịch vụ,3.089.311.746,670.881.400,,,3089311746.0,670881400.0
Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Bên liên quan,Mua dịch vụ,2.927.937.954,3.557.956.251,,,2927937954.0,3557956251.0
Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty cứng Tập đoàn,Ứng trước tiến thuê,57.350.000.000,,,,57350000000.0,
Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty cứng Tập đoàn,Thu nhập lãi cho vay,10.614.904.110,-,,,10614904110.0,
Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty cứng Tập đoàn,Mua dịch vụ,7.048.826.180,4.292.275.220,,,7048826180.0,4292275220.0
Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty cứng Tập đoàn,Cho vay,500.000.000,88.000.000.000,,,500000000.0,88000000000.0
Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty cứng Tập đoàn,Bản dịch vụ,383.910.145,-,,,383910145.0,
Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Công ty cứng Tập đoàn,Bản dịch vụ,461.559.484,612.571.701,,,461559484.0,612571701.0
Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Công ty cứng Tập đoàn,Thu nhập lãi cho vay,1.748.909.296,4.346.332.270,,,1748909296.0,4346332270.0
Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Công ty cứng Tập đoàn,Cho vay,-,88.000.000.000,,,,88000000000.0
Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Công ty cứng Tập đoàn,Mua dịch vụ,-,3.818.182,,,,3818182.0
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty cứng Tập đoàn,Vay,5.000.000.000,-,,,5000000000.0,
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty cứng Tập đoàn,Mua dịch vụ,1.924.414.883,4.162.966.109,,,1924414883.0,4162966109.0
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty cứng Tập đoàn,Chi phí lãi vay,276.164.382,-,,,276164382.0,
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty cứng Tập đoàn,Bản dịch vụ,-,712.169.091,,,,712169091.0
Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty cứng Tập đoàn,Tiền phạt vi phạm hợp đồng,2.184.471.465,1.372.583.332,,,2184471465.0,1372583332.0
Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty cứng Tập đoàn,Mua dịch vụ,15.882.728,-,,,15882728.0,
